id,site_code,X,Y,lon,lat,Aclay_base_altitude,gse,depth_to_base_Aclay,thickness_Aclay
2265,362014N1198871W001,779886.3108,4010779.686,-119.887087,36.201395,146,217.5,71.5,17.06
2266,362014N1198871W002,779886.3108,4010779.686,-119.887087,36.201395,146,217.5,71.5,17.06
2267,362056N1198704W001,781373.2327,4011294.129,-119.870387,36.205595,144,208.8,64.8,18.39
2268,361967N1198727W001,781198.2547,4010299.83,-119.872687,36.196695,145,207.6,62.6,17.41
2269,361731N1199557W001,773815.212,4007443.364,-119.955687,36.173095,136,252.7,116.7,11.92
2270,361672N1199416W001,775104.4233,4006828.577,-119.941587,36.167195,138,243.8,105.8,11.9
2271,361814N1199382W001,775360.5936,4008413.949,-119.938187,36.181395,139,243.8,104.8,12.74
2272,361889N1198954W001,779184.2527,4009368.641,-119.895387,36.188895,147,222,75,15.42
2273,361894N1198779W001,780756.6377,4009474.682,-119.877887,36.189395,146,209.9,63.9,16.5
2274,361561N1199238W001,776745.0629,4005647.496,-119.923787,36.156095,140,233,93,12.11
2275,361514N1199066W001,778309.5122,4005175.166,-119.906587,36.151395,144,222,78,12.99
2276,361817N1198810W001,780505.2749,4008611.25,-119.880987,36.181695,147,211.6,64.6,15.77
2277,361744N1198691W001,781601.9701,4007835.684,-119.869087,36.174395,146,207.9,61.9,16.08
2278,361803N1198513W001,783182.1763,4008542.254,-119.851287,36.180295,140,204.5,64.5,17.43
2279,361669N1198613W001,782330.6705,4007026.104,-119.861287,36.166895,146,208.1,62.1,16.33
2280,361600N1198702W001,781554.5677,4006234.545,-119.870187,36.159995,147,208,61,15.58
2281,362061N1198388W001,784213.3479,4011441.863,-119.838787,36.206095,116,202.8,86.8,19.65
2282,362256N1198257W001,785320.5829,4013644.301,-119.825687,36.225595,119,210,91,21.67
2284,361739N1198260W001,785481.5085,4007906.259,-119.825987,36.173895,116,199.7,83.7,18.51
2815,362261N1199585W001,773378.7392,4013316.655,-119.958487,36.226095,138,256.1,118.1,16.15
2816,362261N1199404W001,775006.0804,4013367.907,-119.940387,36.226095,142,248.3,106.3,16.86
2817,362261N1199227W001,776597.4664,4013418.322,-119.922687,36.226095,145,236.3,91.3,17.95
2818,362203N1199054W001,778173.4588,4012824.266,-119.905387,36.220295,146,226.4,80.4,18.24
2832,362128N1199060W001,778146.0889,4011990.284,-119.905987,36.212795,146,227.4,81.4,17.26
2833,362103N1199057W001,778181.9261,4011713.726,-119.905687,36.210295,146,227.6,81.6,16.98
2834,362189N1198871W001,779823.9209,4012721.632,-119.887087,36.218895,145,215.6,70.6,19.11
2835,362186N1198871W001,779824.9906,4012688.341,-119.887087,36.218595,145,215.6,70.6,19.07
2836,362111N1198866W001,779896.6958,4011857.523,-119.886587,36.211095,145,217.6,72.6,18.16
2837,362258N1198871W001,779799.3142,4013487.314,-119.887087,36.225795,144,213.8,69.8,20.02
2849,362042N1198871W001,779876.3301,4011090.397,-119.887087,36.204195,145,217.1,72.1,17.35
2850,362111N1198716W001,781245.6066,4011900.973,-119.871587,36.211095,144,209.4,65.4,18.93
2851,362186N1198696W001,781398.5695,4012739.049,-119.869587,36.218595,141,207.9,66.9,19.92
2859,361558N1199477W001,774595.3718,4005546.278,-119.947687,36.155795,139,245.8,106.8,11.13
2917,361231N1199138W001,777761.3982,4002014.179,-119.913787,36.123095,141,215.6,74.6,12.29
2928,361361N1198813W001,780640.9606,4003550.248,-119.881287,36.136095,148,196.4,48.4,14.34
2929,361375N1198702W001,781635.1014,4003737.763,-119.870187,36.137495,149,195.2,46.2,15.07
2930,361378N1198710W001,781562.0185,4003768.732,-119.870987,36.137795,149,195.8,46.8,15.03
3801,362990N1199590W001,773079.5877,4021404.72,-119.958987,36.298995,143,244.2,101.2,22.62
3804,362700N1199414W001,774762.2605,4018236.524,-119.941387,36.269995,143,240.8,97.8,22.12
3806,362583N1199588W001,773239.5348,4016888.929,-119.958787,36.258295,140,253.3,113.3,19.62
3808,362280N1199589W001,773336.1562,4013526.361,-119.958887,36.227995,139,256.4,117.4,16.33
3809,362409N1199230W001,776518.3107,4015059.784,-119.922987,36.240895,145,237.6,92.6,20.14
3811,362264N1199277W001,776146.8655,4013437.341,-119.927687,36.226395,144,239.1,95.1,17.67
3812,362262N1199051W001,778179.5148,4013479.838,-119.905087,36.226195,145,226.9,81.9,19.05
3813,362410N1199050W001,778136.0165,4015122.453,-119.904987,36.240995,144,228.2,84.2,21.04
3819,362110N1199410W001,775005.0447,4011690.606,-119.940987,36.210995,140,246.9,106.9,15.13
3820,362070N1199230W001,776637.8106,4011297.99,-119.922987,36.206995,144,237.7,93.7,15.62
3821,362090N1199050W001,778249.4833,4011571.478,-119.904987,36.208995,146,227.4,81.4,16.87
3822,362260N1198700W001,781336.0669,4013559.058,-119.869987,36.225995,139,210.9,71.9,20.85
3823,362503N1198713W001,781132.051,4016251.833,-119.871287,36.250295,132,215.1,83.1,23.93
3826,361960N1199055W001,778250.5824,4010127.463,-119.905487,36.195995,146,232.5,86.5,15.46
3827,361970N1198870W001,779910.9876,4010291.715,-119.886987,36.196995,146,216.8,70.8,16.63
3830,361378N1199499W001,774460.1746,4003542.673,-119.949887,36.137795,144,242.9,98.9,10.1
3833,361668N1199421W001,775060.8345,4006782.772,-119.942087,36.166795,138,244.2,106.2,11.86
3834,361894N1198879W001,779857.1156,4009445.757,-119.887887,36.189395,147,217.9,70.9,15.91
3835,361900N1198710W001,781375.1604,4009561.275,-119.870987,36.189995,145,207.5,62.5,16.95
3840,361400N1199310W001,776153.6429,4003840.422,-119.930987,36.139995,140,231.4,91.4,11.23
3841,361560N1199240W001,776727.4169,4005635.829,-119.923987,36.155995,140,232.9,92.9,12.1
3842,361672N1198858W001,780125.1338,4006988.335,-119.885787,36.167195,147,211.2,64.2,14.72
3843,361652N1199057W001,778341.6645,4006709.094,-119.905687,36.165195,145,224,79,13.43
3849,361385N1199057W001,778436.1511,4003746.275,-119.905687,36.138495,143,219.5,76.5,12.82
3850,361673N1198694W001,781600.412,4007046.937,-119.869387,36.167295,147,206.8,59.8,15.8
4344,362701N1199587W002,773207.3704,4018198.62,-119.958687,36.270095,141,249.3,108.3,20.71
4345,361088N1199544W001,774156.0682,4000311.968,-119.954387,36.108795,150,232,82,11.26
4848,362703N1199229W002,776423.5809,4018322.524,-119.922887,36.270295,143,233.7,90.7,23.66
4849,362533N1199052W001,778074.4039,4016486.788,-119.905187,36.253295,143,228.4,85.4,22.89
4850,362533N1198874W001,779674.2403,4016538.087,-119.887387,36.253295,142,220.1,78.1,23.89
4851,362844N1198877W001,779536.2666,4019988.359,-119.887687,36.284395,133,219.3,86.3,27.76
5516,362519N1199238W001,776407.6106,4016278.144,-119.923787,36.251895,145,237.9,92.9,21.47
5517,362408N1199588W002,773300.5411,4014947.013,-119.958787,36.240795,140,256.5,116.5,17.76
5518,362344N1199229W001,776550.2211,4014338.781,-119.922887,36.234395,145,236.4,91.4,19.03
5519,362494N1199052W001,778088.2405,4016054.012,-119.905187,36.249395,144,227.5,83.5,22.38
5521,362267N1199588W001,773349.6763,4013382.387,-119.958787,36.226695,138,256.3,118.3,16.2
5536,361814N1199502W001,774281.0758,4008379.928,-119.950187,36.181395,136,250.9,114.9,12.42
5537,361894N1199052W001,778300.9485,4009395.938,-119.905187,36.189395,146,227.8,81.8,14.89
5540,361522N1199413W001,775183.8959,4005164.939,-119.941287,36.152195,140,242.8,102.8,11.12
5542,361814N1199066W001,778203.3414,4008504.18,-119.906587,36.181395,146,226.8,80.8,14.21
5543,361897N1198727W001,781223.3163,4009523.05,-119.872687,36.189695,146,207.8,61.8,16.83
5549,361742N1198724W001,781305.7858,4007803.909,-119.872387,36.174195,147,206.4,59.4,15.86
5553,361494N1198871W001,780071.5435,4005009.356,-119.887087,36.149395,147,208.2,61.2,14.22
5554,361606N1198782W001,780832.5357,4006277.929,-119.878187,36.160595,148,208.5,60.5,15.05
5555,361533N1198766W001,781002.5926,4005472.498,-119.876587,36.153295,148,203.2,55.2,15
5556,361544N1198577W001,782699.5266,4005649.485,-119.857687,36.154395,147,197.2,50.2,16.3
5562,361497N1198624W001,782293.4256,4005114.244,-119.862387,36.149695,148,196.5,48.5,15.87
5699,362033N1199499W001,774231.5994,4010810.934,-119.949887,36.203295,138,251.4,113.4,14.01
5700,362025N1199410W001,775034.8198,4010747.39,-119.940987,36.202495,140,246.5,106.5,14.29
5701,362047N1199049W001,778273.7172,4011094.604,-119.904887,36.204695,147,228,81,16.39
5703,361972N1199049W001,778300.2966,4010262.347,-119.904887,36.197195,147,229.1,82.1,15.61
6150,362850N1199410W001,774745.5705,4019902.174,-119.940987,36.284995,143,234.6,91.6,23.43
6152,362583N1199588W002,773239.5348,4016888.929,-119.958787,36.258295,140,253.3,113.3,19.62
6153,362418N1199589W001,773288.0667,4015057.698,-119.958887,36.241795,140,256.4,116.4,17.86
6154,362540N1199050W001,778089.8958,4016565.041,-119.904987,36.253995,143,228.4,85.4,22.99
6155,362896N1198725W001,780883.2214,4020609.452,-119.872487,36.289595,122,217.8,95.8,29.06
6156,362266N1199433W001,774743.5947,4013415.158,-119.943287,36.226595,141,249.3,108.3,16.75
6159,362100N1198874W001,779828.6753,4011733.146,-119.887387,36.209995,145,216.3,71.3,17.99
6160,362263N1198873W001,779779.549,4013542.221,-119.887287,36.226295,144,216.9,72.9,20.08
6161,361959N1199408W001,775075.9237,4010015.578,-119.940787,36.195895,139,245.6,106.6,13.71
6162,361961N1199366W001,775452.9842,4010049.703,-119.936587,36.196095,140,243.8,103.8,13.9
6164,361900N1198910W001,779576.129,4009503.391,-119.890987,36.189995,147,220.4,73.4,15.77
6166,361380N1199260W001,776610.7103,4003632.731,-119.925987,36.137995,140,228.1,88.1,11.52
6167,361700N1198510W001,783246.2822,4007400.149,-119.850987,36.169995,142,202.9,60.9,17.09
6168,362500N1198310W001,784755.4286,4016336.376,-119.830987,36.249995,124,211.6,87.6,24.2
6169,362000N1198210W001,785836.3873,4010817.316,-119.820987,36.199995,111,202.9,91.9,19.54
6525,362500N1198310W002,784755.4286,4016336.376,-119.830987,36.249995,124,211.6,87.6,24.2
6866,362846N1199588W001,773147.8029,4019807.358,-119.958787,36.284595,142,246.2,104.2,21.8
6874,362481N1199587W001,773284.0842,4015757.352,-119.958687,36.248095,140,255.7,115.7,18.57
6875,362479N1199586W001,773293.7697,4015735.441,-119.958587,36.247895,140,255.7,115.7,18.56
6876,362659N1199321W001,775612.367,4017808.014,-119.932087,36.265895,144,237.7,93.7,22.46
6877,362847N1199050W001,777980.9229,4019971.775,-119.904987,36.284695,141,225.4,84.4,26.59
6878,362812N1199050W001,777993.3506,4019583.384,-119.904987,36.281195,141,226.4,85.4,26.22
6879,362781N1199049W001,778013.342,4019239.669,-119.904887,36.278095,141,227.8,86.8,25.89
6885,362479N1199131W001,777383.4757,4015864.887,-119.913087,36.247895,144,231.3,87.3,21.69
6886,362778N1198875W001,779577.802,4019256.54,-119.887487,36.277795,134,221.1,87.1,26.99
6897,362265N1199138W001,777396.2435,4013488.169,-119.913787,36.226495,146,231.7,85.7,18.56
6905,362037N1199499W001,774230.2024,4010855.321,-119.949887,36.203695,138,251.4,113.4,14.04
6906,362075N1199230W001,776636.0487,4011353.474,-119.922987,36.207495,144,236.7,92.7,15.68
6907,362073N1199230W001,776636.7535,4011331.28,-119.922987,36.207295,144,237.1,93.1,15.66
6908,362103N1198869W001,779872.5699,4011767.881,-119.886887,36.210295,145,217.8,72.8,18.05
6911,362553N1198513W001,782911.6574,4016864.973,-119.851287,36.255295,121,207.9,86.9,24.93
6914,361744N1198791W001,780702.2735,4007806.682,-119.879087,36.174395,147,208.2,61.2,15.45
6915,361700N1198800W001,780637.0092,4007315.817,-119.879987,36.169995,147,208.1,61.1,15.19
6916,362400N1198300W001,784881.6501,4015229.613,-119.829987,36.239995,122,211.2,89.2,23.16
6917,362400N1198300W002,784881.6501,4015229.613,-119.829987,36.239995,122,211.2,89.2,23.16
6928,361400N1198900W001,779843.9779,4003957.893,-119.889987,36.139995,147,206.9,59.9,13.85
7224,361667N1199415W001,775115.1704,4006773.378,-119.941487,36.166695,138,243.8,105.8,11.88
1715,362186N1197260W001,794311.2135,4013165.912,-119.725987,36.218595,130,221.2,91.2,18.69
1717,361606N1198152W001,786501.6672,4006462.215,-119.815187,36.160595,110,196.3,86.3,18.69
1718,361617N1198124W001,786749.6197,4006592.558,-119.812387,36.161695,106,196.5,90.5,18.72
1719,362017N1197066W001,796119.4772,4011349.587,-119.706587,36.201695,127,215.8,88.8,18.13
1720,362108N1197177W001,795086.9033,4012325.574,-119.717687,36.210795,128,217.8,89.8,18.47
1721,362250N1196574W001,800455.4724,4014086.856,-119.657387,36.224995,138,224.3,86.3,16.76
1722,361958N1197257W001,794423.6971,4010636.626,-119.725687,36.195795,124,212.8,88.8,18.44
1723,361994N1196741W001,799051.3933,4011194.186,-119.674087,36.199395,128,217.4,89.4,17.21
1724,361983N1196704W001,799388.3893,4011083.542,-119.670387,36.198295,128,215.5,87.5,17.11
1725,361964N1196727W001,799188.7492,4010865.583,-119.672687,36.196395,128,214.8,86.8,17.16
1726,361967N1196649W001,799889.2129,4010922.993,-119.664887,36.196695,129,213.1,84.1,16.96
1727,362108N1196474W001,801409.1934,4012542.074,-119.647387,36.210795,134,219.2,85.2,16.58
1733,361678N1196904W001,797704.9951,4007637.196,-119.690387,36.167795,120,208.9,88.9,17.25
1734,362006N1196463W001,801547.303,4011413.54,-119.646287,36.200595,131,217.6,86.6,16.54
1754,361750N1196368W001,802500.3658,4008602.16,-119.636787,36.174995,126,212.8,86.8,16.18
1777,361414N1196460W001,801801.529,4004844.702,-119.645987,36.141395,112,208.5,96.5,15.94
1928,362692N1197932W001,788082.4552,4018578.938,-119.793187,36.269195,135,223,88,23.94
1930,362697N1197627W001,790821.428,4018725.703,-119.762687,36.269695,139,227.6,88.6,21.73
1931,362618N1197496W001,792028.0884,4017888.483,-119.749587,36.261795,139,223.7,84.7,20.61
1936,362397N1197991W001,787660.5332,4015287.714,-119.799087,36.239695,127,216.2,89.2,22.37
1937,362478N1197627W001,790902.7287,4016295.394,-119.762687,36.247795,134,222.8,88.8,20.98
1938,362483N1197632W001,790855.9291,4016349.377,-119.763187,36.248295,134,222.7,88.7,21.03
1939,362868N1197454W001,792312.2121,4020675.515,-119.745387,36.286795,143,232.3,89.3,20.64
1950,362264N1197682W001,790487.6116,4013904.061,-119.768187,36.226395,127,217.9,90.9,20.23
1951,362267N1197518W001,791961.0675,4013986.685,-119.751787,36.226695,129,219.3,90.3,19.58
1952,362857N1197277W001,793906.5834,4020607.108,-119.727687,36.285695,143,230.6,87.6,19.32
1981,362897N1196732W001,798787.9379,4021218.083,-119.673187,36.289695,145,241.7,96.7,16.43
2004,361964N1196366W001,802435.9558,4010977.679,-119.636587,36.196395,132,216.8,84.8,16.33
2007,361675N1196360W001,802601.2215,4007772.336,-119.635987,36.167495,123,212.2,89.2,16.09
2008,361744N1196282W001,803276.4709,4008562.449,-119.628187,36.174395,129,213,84,16.03
2010,361906N1196252W001,803483.8113,4010369.664,-119.625187,36.190595,134,217.6,83.6,16.1
2012,361528N1196366W001,802603.8018,4006139.115,-119.636587,36.152795,118,210.4,92.4,15.94
2016,361383N1196218W001,803991.8459,4004576.241,-119.621787,36.138295,116,209.6,93.6,15.62
2283,362632N1197410W001,792795.7605,4018069.843,-119.740987,36.263195,140,226.8,86.8,20.06
2285,361897N1198118W001,786701.4498,4009701.502,-119.811787,36.189695,108,203.2,95.2,19.11
2286,362256N1197718W001,790166.8851,4013804.488,-119.771787,36.225595,126,217.5,91.5,20.34
2287,362278N1197310W001,793827.1398,4014171.684,-119.730987,36.227795,132,218.5,86.5,18.87
2288,362456N1197218W001,794587.4503,4016174.985,-119.721787,36.245595,137,223.1,86.1,18.62
2289,362397N1197132W001,795382.7521,4015546.451,-119.713187,36.239695,136,223,87,18.21
2290,362549N1197266W001,794121.0653,4017192.442,-119.726587,36.254895,139,227.4,88.4,19
2291,362835N1197168W001,794894.1907,4020396.156,-119.716787,36.283495,142,233.4,91.4,18.59
2292,362835N1197168W002,794894.1907,4020396.156,-119.716787,36.283495,142,233.4,91.4,18.59
2298,362580N1197099W001,795610.3873,4017587.364,-119.709887,36.257995,139,228.4,89.4,18.07
2299,362691N1197035W001,796143.639,4018838.763,-119.703487,36.269095,140,230.4,90.4,17.76
2303,362406N1196466W001,801366.6223,4015851.664,-119.646587,36.240595,143,227.3,84.3,16.44
2304,362314N1196527W001,800853.5332,4014811.702,-119.652687,36.231395,141,222.9,81.9,16.62
2305,362539N1196599W001,800120.0249,4017286.313,-119.659887,36.253895,144,228.4,84.4,16.64
2306,362719N1196729W001,798882.8455,4019243.632,-119.672887,36.271895,144,236.5,92.5,16.57
2307,362867N1196727W001,798844.315,4020886.7,-119.672687,36.286695,145,240.3,95.3,16.44
2308,362894N1196679W001,799265.2508,4021201.186,-119.667887,36.289395,145,239.5,94.5,16.31
2309,362872N1196568W001,800270.9508,4020991.459,-119.656787,36.287195,146,238.8,92.8,16.2
2311,362611N1196504W001,800946.2663,4018114.859,-119.650387,36.261095,144,231.4,87.4,16.45
3198,361283N1197346W001,793875.3332,4003118.957,-119.734587,36.128295,94,187.9,93.9,17.31
3199,361292N1197071W001,796347.6782,4003302.465,-119.707087,36.129195,103,191.2,88.2,16.81
3200,361228N1196974W001,797245.0947,4002621.902,-119.697387,36.122795,102,191.9,89.9,16.48
3201,361231N1196799W001,798819.5487,4002708.936,-119.679887,36.123095,104,194.6,90.6,16.19
3204,361083N1196807W001,798803.6679,4001064.058,-119.680687,36.108295,97,189.8,92.8,15.92
3205,361158N1196343W001,802953.202,4002040.189,-119.634287,36.115795,105,202.9,97.9,15.51
3844,362800N1197610W001,790935.9231,4019873.841,-119.760987,36.279995,142,227,85,21.82
3852,362100N1198010W001,787598.59,4011986.221,-119.800987,36.209995,120,209,89,20.18
3854,362699N1197110W001,795466.6311,4018904.603,-119.710987,36.269895,140,232.2,92.2,18.2
3857,362000N1196410W001,802026.324,4011363.466,-119.640987,36.199995,132,218,86,16.42
3859,361500N1196410W001,802218.5571,4005814.662,-119.640987,36.149995,116,209.7,93.7,15.98
4861,362019N1196332W001,802720.5816,4011598.67,-119.633187,36.201895,134,219.4,85.4,16.29
5133,362108N1197263W001,794313.4889,4012299.405,-119.726287,36.210795,127,216.7,89.7,18.6
5134,362100N1196910W001,797491.1308,4012318.479,-119.690987,36.209995,130,217.8,87.8,17.73
5135,362244N1196749W001,798884.2087,4013966.101,-119.674887,36.224395,134,222,88,17.19
5138,361892N1197207W001,794898.2238,4009919.407,-119.720687,36.189195,122,212.2,90.2,18.27
5139,361889N1197082W001,796023.8162,4009924.229,-119.708187,36.188895,123,212,89,18.01
5140,362106N1196685W001,799512.3559,4012454.415,-119.668487,36.210595,130,217.8,87.8,17.09
5141,362172N1196482W001,801312.6703,4013249.832,-119.648187,36.217195,135,217.7,82.7,16.59
5142,362108N1196407W001,802011.7516,4012562.947,-119.640687,36.210795,135,222.3,87.3,16.44
5143,362108N1196479W001,801364.2264,4012540.518,-119.647887,36.210795,134,219.1,85.1,16.59
5149,361525N1197882W001,788961.0868,4005643.461,-119.788187,36.152495,99,191.9,92.9,18.54
5157,361492N1197049W001,796470.3746,4005528.655,-119.704887,36.149195,112,202.8,90.8,17.22
5158,361678N1196732W001,799252.6926,4007690.152,-119.673187,36.167795,120,210.4,90.4,16.85
5159,361750N1196454W001,801726.5783,4008575.354,-119.645387,36.174995,124,212.8,88.8,16.34
5315,362764N1196760W001,798587.1095,4019733.448,-119.675987,36.276395,144,237.7,93.7,16.6
5317,362906N1196724W001,798856.3747,4021320.435,-119.672387,36.290595,145,241.4,96.4,16.41
5538,362869N1197991W001,787487.2672,4020525.587,-119.799087,36.286895,138,222.9,84.9,25.4
5550,362928N1197624W001,790762.5773,4021290.089,-119.762387,36.292795,144,229.5,85.5,22.06
5557,362397N1197927W001,788235.8722,4015306.754,-119.792687,36.239695,128,215.8,87.8,22.12
5558,362546N1197438W001,792576.2347,4017106.998,-119.743787,36.254595,138,223.8,85.8,20.06
5563,362269N1197304W001,793884.4591,4014073.629,-119.730387,36.226895,131,219.4,88.4,18.84
5564,362453N1197243W001,794363.8472,4016134.085,-119.724287,36.245295,137,222.4,85.4,18.74
5565,362306N1197110W001,795614.8342,4014543.3,-119.710987,36.230595,134,224,90,18.17
5566,362400N1196866W001,797772.934,4015661.258,-119.686587,36.239995,137,228.9,91.9,17.24
5567,362383N1196704W001,799235.7951,4015522.566,-119.670387,36.238295,143,224.7,81.7,16.92
5568,362546N1196971W001,796773.7055,4017249.238,-119.697087,36.254595,139,229.1,90.1,17.46
5569,362878N1196996W001,796423.3022,4020925.951,-119.699587,36.287795,143,236.5,93.5,17.56
5574,362547N1196527W001,800764.1201,4017397.455,-119.652687,36.254695,144,229.7,85.7,16.51
5719,360994N1196691W001,799882.1304,4000112.153,-119.669087,36.099395,93,189.3,96.3,15.63
6170,362400N1197810W001,789286.5596,4015374.953,-119.780987,36.239995,130,218,88,21.59
6174,362400N1197110W001,795579.3988,4015586.46,-119.710987,36.239995,136,224.6,88.6,18.12
6176,361900N1197910W001,788571.3912,4009796.534,-119.790987,36.189995,112,205.4,93.4,19.14
6177,361900N1197210W001,794868.2335,4010007.272,-119.720987,36.189995,122,212.5,90.5,18.29
6180,361153N1197707W001,790673.3855,4001567.615,-119.770687,36.115295,102,182.9,80.9,17.34
6529,362541N1197293W001,793881.3868,4017095.458,-119.729287,36.254095,139,227.6,88.6,19.15
6532,362344N1196952W001,797021.014,4015013.371,-119.695187,36.234395,134,228,94,17.57
6939,361600N1197700W001,790571.3263,4006530.125,-119.769987,36.159995,101,200.8,99.8,18.61
6940,362000N1196700W001,799417.8853,4011273.437,-119.669987,36.199995,129,216.7,87.7,17.11
6941,362619N1196577W001,800287.1052,4018180.953,-119.657687,36.261895,144,228.9,84.9,16.52
6942,361600N1197800W001,789671.4381,4006500.206,-119.779987,36.159995,99,198.1,99.1,18.68
6943,361700N1196900W001,797732.6547,4007882.568,-119.689987,36.169995,120,209.3,89.3,17.28
6950,361753N1196460W001,801671.4416,4008606.779,-119.645987,36.175295,124,212.8,88.8,16.35
6959,361158N1196258W001,803718.572,4002066.753,-119.625787,36.115795,107,205.1,98.1,15.45
2013,361539N1196104W001,804957.5694,4006343.264,-119.610387,36.153895,129,213.2,84.2,15.66
2017,361461N1195921W001,806634.9892,4005535.347,-119.592087,36.146095,134,213.3,79.3,15.47
3202,361375N1196074W001,805291.2112,4004532.682,-119.607387,36.137495,121,210.3,89.3,15.51
3206,361094N1196091W001,805247.1082,4001408.891,-119.609087,36.109395,109,201.6,92.6,15.34
4866,361744N1196196W001,804050.2684,4008589.393,-119.619587,36.174395,133,212.9,79.9,15.92
5716,361233N1196160W001,804571.9895,4002929.786,-119.615987,36.123295,112,206.7,94.7,15.46
5717,361236N1195902W001,806893.7411,4003044.365,-119.590187,36.123595,122,207.6,85.6,15.34
6181,361100N1196010W001,805974.1953,4001500.979,-119.600987,36.109995,111,202.4,91.4,15.31
2144,364682N1200646W001,763023.1851,4039886.905,-120.064587,36.468195,131,199.5,68.5,14.17
2145,364880N1200488W001,764371.947,4042127.328,-120.048787,36.487995,134,194.9,60.9,12.92
2183,364593N1200299W001,766163.6979,4038994.647,-120.029887,36.459295,137,199.1,62.1,14.9
2184,364727N1200229W001,766745.2,4040500.981,-120.022887,36.472695,138,196.9,58.9,14.19
2436,364449N1200488W001,764518.4945,4037344.659,-120.048787,36.444895,133,207.8,74.8,15.54
2437,364452N1200485W001,764544.3711,4037378.772,-120.048487,36.445195,133,207.8,74.8,15.53
2440,364313N1200263W001,766582.2784,4035897.521,-120.026287,36.431295,137,208.1,71.1,16.01
2441,364305N1200129W001,767786.6118,4035845.899,-120.012887,36.430495,139,204.4,65.4,16.09
2442,364374N1200352W001,765763.3939,4036549.835,-120.035187,36.437395,135,208.3,73.3,15.84
2443,364513N1200141W001,767607.4922,4038150.689,-120.014087,36.451295,139,200.2,61.2,15.19
2444,364591N1200135W001,767634.4484,4039017.905,-120.013487,36.459095,140,198,58,14.86
2445,364366N1200213W001,767012.4543,4036499.49,-120.021287,36.436595,138,205,67,15.81
3765,364443N1200492W001,764484.6717,4037276.981,-120.049187,36.444295,133,208,75,15.56
3773,364154N1200134W001,767793.6825,4034168.904,-120.013387,36.415395,138,212.5,74.5,16.75
5236,364796N1200596W001,763432.6921,4041165.595,-120.059587,36.479595,132,197.9,65.9,13.51
5242,364735N1200510W001,764224.1004,4040512.266,-120.050987,36.473495,133,197.9,64.9,13.87
5657,364938N1200618W001,763187.4499,4042735.304,-120.061787,36.493795,132,193,61,12.62
5677,364896N1200171W001,767206.9086,4042392.426,-120.017087,36.489595,140,197.6,57.6,13.19
5678,364893N1200127W001,767602.1953,4042371.361,-120.012687,36.489295,140,197.6,57.6,13.31
5685,364158N1200129W001,767837.1519,4034214.68,-120.012887,36.415795,138,211.9,73.9,16.75
5686,364227N1200129W001,767813.4312,4034980.354,-120.012887,36.422695,139,207.3,68.3,16.45
5687,364303N1200488W001,764568.103,4035724.549,-120.048787,36.430295,133,214,81,16.07
5693,364011N1200129W001,767887.6744,4032583.464,-120.012887,36.401095,139,219.8,80.8,17.32
6127,364150N1200310W001,766216.5295,4034075.772,-120.030987,36.414995,135,215.9,80.9,16.51
6131,364020N1200130W001,767875.6113,4032683.057,-120.012987,36.401995,139,219.2,80.2,17.29
6133,363986N1200133W001,767860.3816,4032304.936,-120.013287,36.398595,139,221.6,82.6,17.39
6503,364518N1200132W001,767686.4548,4038208.674,-120.013187,36.451795,139,200,61,15.16
6810,364663N1200677W001,762751.7616,4039667.606,-120.067687,36.466295,131,200.3,69.3,14.28
6811,364713N1200649W001,762985.8134,4040230.082,-120.064887,36.471295,131,198.9,67.9,14.01
6830,364081N1200135W001,767809.7999,4033358.567,-120.013487,36.408095,138,216.8,78.8,17.05
6832,364010N1200134W001,767843.1653,4032570.979,-120.013387,36.400995,139,220.1,81.1,17.31
6833,364014N1200132W001,767859.732,4032615.921,-120.013187,36.401395,139,219.7,80.7,17.3
7201,364600N1200400W001,765255.971,4039044.457,-120.039987,36.459995,135,199.7,64.7,14.85
7202,364900N1200200W001,766945.6857,4042428.765,-120.019987,36.489995,139,197.9,58.9,13.1
1640,363867N1199779W001,771077.4316,4031083.323,-119.977887,36.386695,140,221.4,81.4,19.29
1656,363422N1199057W001,777713.7625,4026350.487,-119.905687,36.342195,140,214.9,74.9,27.89
1664,363139N1199588W001,773045.5393,4023058.699,-119.958787,36.313895,143,241.2,98.2,23.11
1671,362994N1199321W001,775494.4619,4021525.438,-119.932087,36.299395,142,231.9,89.9,25.3
1672,363131N1199049W001,777889.024,4023123.581,-119.904887,36.313095,140,218.4,78.4,28.93
1673,363067N1199146W001,777040.5424,4022385.528,-119.914587,36.306695,141,223.8,82.8,27.54
1674,363211N1199052W001,777833.6537,4024010.471,-119.905187,36.321095,140,217.9,77.9,29.12
1694,363072N1198874W001,779481.7755,4022519.33,-119.887387,36.307195,134,213.1,79.1,30.28
1695,363461N1198468W001,782987.4771,4026954.29,-119.846787,36.346095,141,221.9,80.9,29.45
1698,363728N1198296W001,784434.2758,4029967.798,-119.829587,36.372795,152,227.1,75.1,21.36
1699,363794N1198157W001,785657.5332,4030741.285,-119.815687,36.379395,154,231.7,77.7,19.68
1910,363575N1199766W001,771295.5638,4027846.72,-119.976587,36.357495,141,231.6,90.6,20.51
1911,363531N1199754W001,771418.5649,4027361.836,-119.975387,36.353095,141,233.8,92.8,20.77
1916,363278N1199663W001,772323.5673,4024579.979,-119.966287,36.327795,142,241.1,99.1,22.35
