id,site_code,X,Y,lon,lat,Aclay_base_altitude,gse,depth_to_base_Aclay,thickness_Aclay
3007,355589N1196004W001,808155.1612,3940345.423,-119.600387,35.558895,201,242.6,41.6,15.54
3008,355694N1195782W001,810127.7176,3941580.39,-119.578187,35.569395,204,241,37,15.4
3229,357033N1196184W001,805971.3433,3956313.298,-119.618387,35.703295,188,227.4,39.4,8.93659
3253,356591N1196167W001,806294.353,3951413.689,-119.616687,35.659095,193,238.9,45.9,10.93
3257,355619N1196342W001,805078.8469,3940572.976,-119.634187,35.561895,198,245.7,47.7,15.44
3261,355744N1196318W001,805248.9791,3941967.535,-119.631788,35.574395,198,241,43,15.09
3262,356086N1195814W001,809686.3501,3945920.374,-119.581388,35.608595,199,257.3,58.3,14.13
3263,355803N1195896W001,809052.1726,3942754.081,-119.589587,35.580295,202,240.3,38.3,15.03
3264,355939N1195718W001,810613.2224,3944319.392,-119.571787,35.593895,201,247.1,46.1,14.77
3265,356014N1195663W001,811082.6745,3945169.077,-119.566288,35.601395,200,268.1,68.1,14.6
3268,355283N1196000W001,808308.7104,3936950.996,-119.599987,35.528295,203,247.3,44.3,15.93
3269,355694N1195814W001,809837.5812,3941570.304,-119.581388,35.569395,204,241.9,37.9,15.38
3270,355861N1195675W001,811033.1906,3943467.411,-119.567487,35.586095,203,241.5,38.5,15.05
3271,355864N1195833W001,809599.7824,3943450.826,-119.583287,35.586395,201,240.1,39.1,14.89
3883,357030N1196174W002,806063.0063,3956283.129,-119.617387,35.702995,188,227.5,39.5,8.96239
3884,357030N1195991W001,807719.4356,3956340.42,-119.599087,35.702995,188,227.5,39.5,9.8196
3887,356739N1196231W001,805658.2331,3953036.096,-119.623087,35.673895,191,231,40,9.79193
3890,356535N1196231W001,805736.1138,3950772.297,-119.623087,35.653495,193,233.1,40.1,11.25
3891,356456N1196171W001,806309.7433,3949914.337,-119.617087,35.645595,194,237,43,11.82
3893,355659N1196328W001,805190.6016,3941021.195,-119.632788,35.565895,198,240.9,42.9,15.34
3895,355903N1196399W001,804454.3532,3943706.828,-119.639887,35.590295,197,238.8,41.8,14.57
3896,355903N1196399W003,804454.3532,3943706.828,-119.639887,35.590295,197,238.8,41.8,14.57
3897,355903N1196399W004,804454.3532,3943706.828,-119.639887,35.590295,197,238.8,41.8,14.57
3898,355889N1196407W001,804387.1467,3943548.994,-119.640687,35.588895,196,240.2,44.2,14.63
3899,356056N1196391W001,804468.8275,3945407.134,-119.639087,35.605595,197,237.3,40.3,13.95
3900,356056N1196416W002,804242.2655,3945399.39,-119.641587,35.605595,196,237.3,41.3,13.97
3901,356158N1196237W001,805825.5701,3946586.854,-119.623687,35.615795,197,237.4,40.4,13.47
3902,356445N1195813W001,809556.7811,3949904.571,-119.581288,35.644495,194,234.8,40.8,12.61
3903,355436N1196316W001,805384.0987,3938550.312,-119.631587,35.543595,199,246.2,47.2,15.79
3904,355580N1196240W001,806018.5749,3940171.879,-119.623987,35.557995,199,243,44,15.53
3905,355578N1196277W001,805683.8228,3940138.181,-119.627687,35.557795,199,243,44,15.53
3906,355595N1196300W001,805468.8004,3940319.684,-119.629987,35.559495,199,242,43,15.49
3907,355756N1196335W001,805090.2994,3942095.422,-119.633487,35.575595,198,240.7,42.7,15.06
3908,355852N1196262W001,805715.5691,3943183.402,-119.626187,35.585195,199,239.5,40.5,14.74
3909,355911N1196357W001,804832.0131,3943808.62,-119.635687,35.591095,197,238.1,41.1,14.53
3910,355981N1196393W001,804479.1542,3944574.245,-119.639287,35.598095,197,237.3,40.3,14.27
3911,355981N1196393W002,804479.1542,3944574.245,-119.639287,35.598095,197,237.3,40.3,14.27
3912,356161N1196188W001,806268.4322,3946635.41,-119.618787,35.616095,197,237.4,40.4,13.46
3913,356231N1196167W001,806431.9749,3947418.751,-119.616687,35.623095,197,237.4,40.4,13.12
3914,356144N1196177W001,806374.5999,3946450.191,-119.617687,35.614395,197,237.4,40.4,13.55
3915,356089N1196210W001,806096.5526,3945829.57,-119.620987,35.608895,198,237.4,39.4,13.79
3916,356165N1196185W001,806294.0889,3946680.734,-119.618487,35.616495,197,237.4,40.4,13.45
3917,356231N1196167W002,806431.9749,3947418.751,-119.616687,35.623095,197,237.4,40.4,13.12
3918,356146N1196176W001,806382.8975,3946472.697,-119.617587,35.614595,197,237.4,40.4,13.54
3919,356014N1195999W001,808037.4641,3945063.231,-119.599887,35.601395,199,238.2,39.2,14.21
3920,356305N1195991W001,807998.2124,3948294.99,-119.599087,35.630495,196,248.1,52.1,12.92
3921,356305N1195991W002,807998.2124,3948294.99,-119.599087,35.630495,196,248.1,52.1,12.92
3922,356159N1195935W001,808561.7333,3946692.39,-119.593487,35.615895,198,248.2,50.2,13.68
3925,355435N1196199W001,806445.6158,3938575.586,-119.619888,35.543495,200,245.1,45.1,15.79
3926,355489N1196188W001,806524.7985,3939178.246,-119.618787,35.548895,200,244.9,44.9,15.71
3927,355431N1196193W001,806501.5575,3938533.067,-119.619287,35.543095,200,245,45,15.79
3928,355578N1196182W002,806545.2772,3940167.743,-119.618188,35.557795,200,242.7,42.7,15.53
3929,355816N1196185W001,806427.2973,3942807.884,-119.618488,35.581595,200,240.6,40.6,14.87
3930,355953N1196177W001,806447.5296,3944330.664,-119.617687,35.595295,199,240.3,41.3,14.37
3931,355865N1196036W001,807759.2461,3943398.18,-119.603588,35.586495,200,239.8,39.8,14.75
3932,355818N1195997W002,808130.8044,3942888.835,-119.599688,35.581795,200,240.4,40.4,14.93
3933,355939N1196002W001,808039.0558,3944230.011,-119.600188,35.593895,200,238.2,38.2,14.5
3934,356012N1195952W001,808464.1977,3945055.78,-119.595187,35.601195,199,237.8,38.8,14.26
3935,355931N1195724W001,810561.9332,3944228.719,-119.572388,35.593095,201,245,44,14.79
3936,355937N1195727W001,810532.42,3944294.354,-119.572688,35.593695,201,245.6,44.6,14.77
3940,355288N1196206W001,806438.1153,3936942.161,-119.620587,35.528795,200,246.1,46.1,15.92
3941,355287N1196097W001,807427.263,3936965.048,-119.609688,35.528695,202,244.3,42.3,15.93
3942,355287N1196088W001,807508.9045,3936967.859,-119.608788,35.528695,202,244.1,42.1,15.93
3943,355428N1196027W001,808008.2666,3938551.605,-119.602688,35.542795,202,243,41,15.81
3944,355730N1195996W001,808173.6286,3941912.61,-119.599587,35.572995,201,240.2,39.2,15.19
3945,355730N1195996W002,808173.6286,3941912.61,-119.599587,35.572995,201,240.2,39.2,15.19
3946,355719N1195968W001,808431.7077,3941799.321,-119.596788,35.571895,201,242,41,15.24
3947,355589N1196004W002,808155.1612,3940345.423,-119.600387,35.558895,201,242.6,41.6,15.54
3948,355768N1195997W001,808149.9859,3942333.983,-119.599688,35.576795,201,241.1,40.1,15.08
3949,355650N1195802W003,809963.3542,3941085.813,-119.580187,35.564995,204,241.2,37.2,15.49
3950,355864N1195670W001,811077.3529,3943502.285,-119.566987,35.586395,202,242.9,40.9,15.05
3951,355861N1195704W001,810770.3084,3943458.239,-119.570387,35.586095,202,241.2,39.2,15.02
3955,355144N1196210W001,806456.6482,3935342.964,-119.620987,35.514395,201,247.5,46.5,15.94
3956,355140N1196165W001,806866.4515,3935312.589,-119.616488,35.513995,202,246.8,44.8,15.94
3957,355285N1195830W002,809850.0739,3937026.565,-119.582988,35.528495,206,259.6,53.6,15.94
3958,355563N1195827W001,809770.2008,3940112.491,-119.582688,35.556295,204,249.8,45.8,15.65
3959,355572N1195627W001,811580.3652,3940275.528,-119.562687,35.557195,207,241.6,34.6,15.73
3974,355139N1195643W001,811602.9415,3935465.409,-119.564288,35.513895,210,256.9,46.9,15.94
5362,356575N1196132W001,806617.4555,3951247.065,-119.613187,35.657495,193,242.5,49.5,11.1
5369,355511N1196072W001,807568.3848,3939458.578,-119.607187,35.551095,201,252.3,51.3,15.68
5373,355650N1195802W001,809963.3542,3941085.813,-119.580187,35.564995,204,241.2,37.2,15.49
5757,356139N1196178W001,806367.4478,3946394.394,-119.617787,35.613895,198,237.4,39.4,13.57
5761,355669N1196200W001,806347.3673,3941171.957,-119.619987,35.566895,200,241.6,41.6,15.31
6216,357030N1196174W001,806063.0063,3956283.129,-119.617387,35.702995,188,227.5,39.5,8.96239
6219,356741N1196234W001,805630.305,3953057.355,-119.623387,35.674095,191,230.9,39.9,9.77355
6223,356739N1195811W001,809461.2693,3953167.779,-119.581087,35.673895,191,227.8,36.8,11.34
6229,355908N1196399W001,804452.4573,3943762.312,-119.639887,35.590795,197,238.6,41.6,14.55
6230,355903N1196399W002,804454.3532,3943706.828,-119.639887,35.590295,197,238.8,41.8,14.57
6231,356056N1196404W001,804351.0152,3945403.106,-119.640387,35.605595,196,237.3,41.3,13.96
6232,356056N1196416W001,804242.2655,3945399.39,-119.641587,35.605595,196,237.3,41.3,13.97
6233,356056N1196416W003,804242.2655,3945399.39,-119.641587,35.605595,196,237.3,41.3,13.97
6234,356044N1196296W001,805334.3303,3945303.448,-119.629587,35.604395,198,237.1,39.1,13.98
6235,356157N1196317W001,805101.0417,3946550.881,-119.631687,35.615695,197,237.1,40.1,13.47
6242,355875N1196288W001,805471.1344,3943430.55,-119.628787,35.587495,199,239.2,40.2,14.65
6243,356101N1196181W001,806354.7734,3945971.772,-119.618087,35.610095,198,237.9,39.9,13.74
6247,355578N1196182W001,806545.2772,3940167.743,-119.618188,35.557795,200,242.7,42.7,15.53
6248,355580N1196188W001,806490.1069,3940188.067,-119.618787,35.557995,200,242.6,42.6,15.53
6249,355673N1196204W001,806309.5749,3941215.099,-119.620388,35.567295,200,241.7,41.7,15.3
6250,355875N1196224W001,806051.2669,3943450.456,-119.622388,35.587495,200,239.7,39.7,14.66
6251,356013N1195920W001,808753.8327,3945076.926,-119.591988,35.601295,199,238.7,39.7,14.29
6252,355997N1195821W001,809657.2553,3944930.523,-119.582088,35.599695,200,242.2,42.2,14.45
6253,355288N1196206W002,806438.1153,3936942.161,-119.620587,35.528795,200,246.1,46.1,15.92
6254,355282N1196003W001,808281.8795,3936938.959,-119.600287,35.528195,203,247.1,44.1,15.93
6255,355865N1195682W001,810968.1872,3943509.585,-119.568187,35.586495,202,241.4,39.4,15.03
6256,355866N1195834W001,809589.9465,3943472.705,-119.583388,35.586595,201,240,39,14.88
6259,355140N1196164W001,806875.5244,3935312.901,-119.616388,35.513995,202,246.7,44.7,15.94
6260,355530N1195827W002,809782.9164,3939746.288,-119.582688,35.552995,204,252.7,48.7,15.71
6265,355139N1195849W001,809733.8923,3935400.42,-119.584887,35.513895,207,247.4,40.4,15.94
6560,356593N1196167W001,806293.588,3951435.883,-119.616687,35.659295,193,239.8,46.8,10.92
6561,355656N1196335W001,805128.2717,3940985.732,-119.633488,35.565595,198,242,44,15.35
6565,355756N1196335W002,805090.2994,3942095.422,-119.633487,35.575595,198,240.7,42.7,15.06
6566,356097N1196181W001,806356.3008,3945927.384,-119.618087,35.609695,198,238,40,13.76
6567,356231N1195896W001,808887.3992,3947503.641,-119.589587,35.623095,197,253.2,56.2,13.42
6568,355356N1196271W001,805822.6401,3937676.535,-119.627088,35.535595,199,246.3,47.3,15.88
6569,355756N1196225W001,806087.5497,3942129.607,-119.622488,35.575595,200,241.2,41.2,15.06
6570,355865N1195985W001,808221.5488,3943414.158,-119.598488,35.586495,200,239.8,39.8,14.78
6571,355865N1195985W002,808221.5488,3943414.158,-119.598488,35.586495,200,239.8,39.8,14.78
6572,355865N1195985W003,808221.5488,3943414.158,-119.598488,35.586495,200,239.8,39.8,14.78
6573,355865N1195865W001,809309.323,3943451.849,-119.586488,35.586495,201,240.2,39.2,14.86
6574,355818N1195997W001,808130.8044,3942888.835,-119.599688,35.581795,200,240.4,40.4,14.93
6575,355217N1196254W001,806029.692,3936139.352,-119.625388,35.521695,201,247.4,46.4,15.94
6576,355283N1196191W001,806576.0885,3936891.347,-119.619088,35.528295,201,245.8,44.8,15.93
6577,355708N1195638W001,811427.9084,3941781.257,-119.563788,35.570795,205,240.6,35.6,15.47
6581,355139N1195996W001,808400.1613,3935354.285,-119.599587,35.513895,204,246.5,42.5,15.94
6582,355285N1195830W001,809850.0739,3937026.565,-119.582988,35.528495,206,259.6,53.6,15.94
6583,355530N1195827W001,809782.9164,3939746.288,-119.582688,35.552995,204,252.7,48.7,15.71
6981,356014N1196176W001,806433.3046,3945007.892,-119.617587,35.601395,199,237.9,38.9,14.12
6982,355944N1195814W001,809741.1496,3944344.581,-119.581388,35.594395,200,241,41,14.65
6984,355716N1195808W001,809883.4967,3941816.33,-119.580787,35.571595,203,241.7,38.7,15.33
6985,355687N1195623W001,811572.0514,3941552.968,-119.562287,35.568695,205,240.6,35.6,15.52
6998,355137N1195985W001,808500.7304,3935335.537,-119.598488,35.513695,204,246.5,42.5,15.94
6999,355205N1195821W001,809962.5247,3936141.635,-119.582088,35.520495,207,249,42,15.94
7000,355423N1195825W001,809842.2784,3938559.531,-119.582487,35.542295,205,264.6,59.6,15.85
2514,358019N1196535W001,802420.4655,3967146.002,-119.653487,35.801895,170,213.2,43.2,12
2947,357761N1196814W001,799995.3614,3964197.062,-119.681387,35.776095,179,213.3,34.3,11.04
2948,357761N1196722W001,800827.3189,3964225.305,-119.672187,35.776095,180,212.8,32.8,10.72
2949,357414N1196931W001,799067.3515,3960310.629,-119.693087,35.741395,184,219.8,35.8,10.96
2950,357767N1196538W001,802488.9654,3964348.607,-119.653787,35.776695,179,216,37,10.71
2952,357467N1196713W001,801019.6025,3960965.555,-119.671287,35.746695,183,218.4,35.4,10.32
2953,357422N1196538W001,802619.7791,3960520.123,-119.653787,35.742195,184,219.7,35.7,9.96058
2954,357517N1196563W001,802357.6225,3961566.619,-119.656287,35.751695,183,218,35,10.16
2957,357241N1196547W001,802606.924,3958508.781,-119.654687,35.724095,186,222.6,36.6,9.6273
3864,357686N1197260W001,795990.0419,3963228.999,-119.725987,35.768595,181,216.4,35.4,12.62
3872,357320N1196997W001,798505.3878,3959247.391,-119.699687,35.731995,185,221.8,36.8,11.13
3873,357394N1196914W001,799228.6435,3960093.884,-119.691387,35.739395,184,220.1,36.1,10.86
3881,357180N1196615W001,802014.6476,3957810.885,-119.661487,35.717995,186,222.9,36.9,9.7452
5598,358400N1196841W001,799510.828,3971279.777,-119.684087,35.839995,157,213.6,56.6,13.95
5733,357752N1196714W001,800903.059,3964127.891,-119.671387,35.775195,180,213,33,10.68
6187,357686N1197265W001,795944.8232,3963227.487,-119.726487,35.768595,181,216.5,35.5,12.64
6194,357533N1196729W001,800849.9844,3961693.038,-119.672887,35.753295,182,217.4,35.4,10.45
6195,357853N1196646W001,801479.8014,3965269.623,-119.664587,35.785295,176,217.4,41.4,11.01
6202,357252N1196859W001,799779.5257,3958534.939,-119.685887,35.725195,186,222.5,36.5,10.58
6545,357617N1197146W001,797046.718,3962497.85,-119.714587,35.761695,182,217,35,12.05
6551,357189N1196621W001,801956.949,3957908.909,-119.662087,35.718895,186,222.7,36.7,9.7481
2520,358039N1196004W001,807213.113,3967533.459,-119.600387,35.803895,172,213.7,41.7,12.96
2521,358158N1195935W001,807790.8856,3968875.742,-119.593487,35.815795,168,210,42,13.57
2522,358181N1195785W001,809137.7701,3969178.313,-119.578487,35.818095,165,209.8,44.8,13.96
2539,357894N1195377W001,812938.246,3966123.122,-119.537687,35.789395,173,213.4,40.4,13.99
2540,358331N1194913W002,816959.7356,3971122.268,-119.491287,35.833095,160,207.6,47.6,15.41
2541,358278N1194652W001,819339.6935,3970619.066,-119.465187,35.827795,163,207.6,44.6,15.45
2542,358347N1194649W001,819339.1134,3971385.797,-119.464888,35.834695,163,207.6,44.6,15.45
2958,357611N1195891W001,808400.1701,3962819.366,-119.589087,35.761095,182,217.7,35.7,11.57
2959,357750N1195710W001,809983.2919,3964419.077,-119.570987,35.774995,180,216.3,36.3,12.61
2960,358789N1194832W001,817508.7654,3976231.367,-119.483187,35.878895,157,212.8,55.8,15.6
3217,357606N1195816W001,809080.4815,3962787.535,-119.581587,35.760595,182,217.8,35.8,11.8
3219,357181N1196074W001,806910.1754,3957990.069,-119.607387,35.718095,186,222.5,36.5,9.75072
3220,357756N1195435W001,812467.9021,3964573.129,-119.543487,35.775595,180,214.7,34.7,13.49
3221,357722N1195349W001,813258.9977,3964223.311,-119.534887,35.772195,181,214.2,33.2,13.68
3222,357828N1195260W001,814022.1535,3965428.178,-119.525987,35.782795,176,212.8,36.8,14.15
3224,357831N1194893W001,817339.6517,3965579.898,-119.489288,35.783095,176,209.2,33.2,14.93
3230,357183N1195417W001,812855.1851,3958220.038,-119.541687,35.718295,186,220.8,34.8,12.91
3874,358900N1195310W001,813147.7894,3977308.765,-119.530987,35.889995,154,202,48,15.54
3878,357334N1196103W001,806589.0094,3959678.858,-119.610287,35.733395,184,222.5,38.5,10.14
3882,357481N1195803W001,809246.5022,3961404.475,-119.580287,35.748095,183,219.4,36.4,11.51
3885,357172N1195460W001,812470.3372,3958084.245,-119.545987,35.717195,187,221.3,34.3,12.7
5605,357978N1195732W001,809695.7375,3966942.314,-119.573187,35.797795,171,214.7,43.7,13.42
5606,358042N1195554W001,811280.0058,3967709.065,-119.555387,35.804195,166,212.7,46.7,14.07
5610,358653N1194696W001,818791.6696,3974766.386,-119.469587,35.865295,160,208.1,48.1,15.45
5736,357828N1195432W001,812466.8131,3965373.106,-119.543187,35.782795,177,214.2,37.2,13.68
5738,357236N1196241W001,805377.8404,3958548.235,-119.624087,35.723595,186,222.6,36.6,9.49917
5739,357181N1195985W001,807715.61,3958017.981,-119.598487,35.718095,186,222.5,36.5,10.11
5741,357236N1195804W001,809332.3427,3958685.322,-119.580387,35.723595,186,222.5,36.5,11.07
6196,358769N1195182W001,814355.5395,3975896.121,-119.518187,35.876895,156,212.6,56.6,15.57
6197,357609N1195985W001,807550.7141,3962767.597,-119.598487,35.760895,182,217.6,35.6,11.28
6198,357757N1195817W001,809012.9314,3964462.916,-119.581687,35.775695,180,217.1,37.1,12.3
6199,357888N1195795W001,809161.0787,3965923.619,-119.579487,35.788795,176,215.5,39.5,12.93
6200,358700N1195110W001,815033.2036,3975153.591,-119.510987,35.869995,157,213.6,56.6,15.57
6201,358911N1194866W001,817152.9547,3977574.245,-119.486587,35.891095,156,212.7,56.7,15.6
6203,357625N1195714W001,809995.6966,3963030.639,-119.571387,35.762495,182,217.2,35.2,12.21
6204,357825N1195710W001,809954.1343,3965251.381,-119.570987,35.782495,177,215.7,38.7,12.86
6205,357775N1195658W001,810443.8185,3964712.998,-119.565787,35.777495,179,215.8,36.8,12.85
6217,357149N1195806W001,809347.9231,3957719.227,-119.580587,35.714895,187,222.6,35.6,10.91
6547,358044N1195732W001,809670.0814,3967674.742,-119.573187,35.804395,168,213.2,45.2,13.64
6548,358642N1195043W001,815661.4409,3974531.564,-119.504287,35.864195,157,212.8,55.8,15.52
6552,357181N1196166W001,806077.5938,3957961.294,-119.616587,35.718095,186,225,39,9.46179
6557,357172N1195802W001,809375.2202,3957975.727,-119.580187,35.717195,187,222.5,35.5,10.97
6973,357169N1195665W001,810616.2388,3957985.776,-119.566487,35.716895,187,222.1,35.1,11.66
6974,357228N1195538W001,811742.5809,3958680.853,-119.553787,35.722795,186,220.7,34.7,12.38
2916,360967N1199588W001,773801.9135,3998956.882,-119.958787,36.096695,151,230.7,79.7,11.73
2925,360792N1199674W001,773088.0261,3996990.801,-119.967387,36.079195,152,229.3,77.3,12.42
2926,360794N1199671W001,773114.3565,3997013.837,-119.967087,36.079395,152,229.2,77.2,12.41
2927,360936N1199499W001,774614.2162,3998638.015,-119.949887,36.093595,151,226.1,75.1,11.93
3853,360510N1199610W001,773762.3175,3993879.619,-119.960987,36.050995,155,215.3,60.3,13.46
3855,360900N1198810W001,780832.2571,3998435.524,-119.880987,36.089995,145,183.9,38.9,14.13
3856,360300N1199110W001,778341.7788,3991691.277,-119.910987,36.029995,156,184.6,28.6,14.38
5314,360397N1199613W001,773774.4525,3992624.884,-119.961287,36.039695,155,200.7,45.7,13.86
5707,360939N1199638W001,773361.34,3998632.099,-119.963787,36.093895,151,231.5,80.5,11.84
6172,360942N1199488W001,774711.1918,3998707.705,-119.948787,36.094195,151,225.8,74.8,11.92
6173,360941N1199319W001,776233.5542,3998744.536,-119.931887,36.094095,150,218.2,68.2,12.26
6175,360651N1199587W001,773920.6379,3995450.69,-119.958687,36.065095,153,221.9,68.9,12.96
6528,360942N1199313W001,776287.2399,3998757.339,-119.931287,36.094195,150,218,68,12.27
6927,361018N1199498W001,774594.6558,3999548.21,-119.949787,36.101795,151,228.4,77.4,11.6
6931,360944N1199406W001,775448.9831,3998753.119,-119.940587,36.094395,151,223,72,12.05
3195,360647N1198071W001,787580.4531,3995844.184,-119.807087,36.064695,141,182.9,41.9,15.83
3196,360792N1197893W001,789131.0404,3997506.06,-119.789287,36.079195,118,182.9,64.9,16.25
3197,360650N1197893W001,789183.0878,3995930.29,-119.789287,36.064995,123,182.8,59.8,15.96
3203,360939N1197157W001,795705.9422,3999358.897,-119.715687,36.093895,86,184.4,98.4,16.11
3207,360792N1196785W001,799112.1904,3997841.494,-119.678487,36.079195,82,186.8,104.8,15.45
3208,360908N1196593W001,800797.5522,3999188.083,-119.659287,36.090795,89,189.2,100.2,15.43
3211,360642N1196529W001,801475.6756,3996256.002,-119.652887,36.064195,82,187.5,105.5,15.24
3858,360800N1198110W001,787173.3748,3997530.478,-119.810987,36.079995,139,182.8,43.8,16.04
5321,360317N1196443W001,802375.0019,3992676.047,-119.644287,36.031695,89,187.9,98.9,15.23
5323,360419N1196460W001,802182.7377,3993802.7,-119.645987,36.041895,87,189,102,15.23
5721,360650N1196971W001,797490.1775,3996208.572,-119.697087,36.064995,87,185.1,98.1,15.41
6179,360800N1197810W001,789875.7737,3997619.568,-119.780987,36.079995,114,182.9,68.9,16.3
6183,359500N1196310W001,803887.5139,3983650.887,-119.630987,35.949995,118,192.2,74.2,15.23
6956,360600N1197800W001,790039.3696,3995403.151,-119.779987,36.059995,118,182.9,64.9,15.89
6960,360900N1196600W001,800737.5543,3999097.136,-119.659987,36.089995,89,189,100,15.43
2325,360506N1195371W001,811963.4407,3995112.166,-119.537087,36.050595,122,205.3,83.3,15.23
2328,360400N1196174W001,804767.7359,3993681.111,-119.617387,36.039995,86,190.2,104.2,15.23
2331,360258N1196171W001,804849.5716,3992106.203,-119.617087,36.025795,92,190.3,98.3,15.23
2332,360214N1195818W001,808048.9322,3991729.121,-119.581787,36.021395,100,193.1,93.1,15.23
2333,360244N1195185W001,813743.7676,3992264.377,-119.518487,36.024395,140,203.7,63.7,15.23
2337,360075N1195449W001,811430.3636,3990304.02,-119.544887,36.007495,127,195.8,68.8,15.23
2497,360217N1194921W001,816134.5802,3992050.216,-119.492087,36.021695,147,208.1,61.1,15.23
2508,360069N1194921W002,816193.7834,3990407.719,-119.492087,36.006895,147,206.9,59.9,15.23
2515,359783N1195191W001,813872.605,3987146.34,-119.519087,35.978295,145,196.3,51.3,15.23
2516,359778N1195191W001,813874.5879,3987090.851,-119.519087,35.977795,145,196.3,51.3,15.23
2955,359636N1194782W001,817620.9578,3985647.56,-119.478187,35.963595,152,199,47,15.23
3209,360842N1195893W001,807128.3301,3998674.716,-119.589287,36.084195,104,196.9,92.9,15.23
3210,360794N1195727W001,808642.4663,3998194.643,-119.572687,36.079395,107,198.9,91.9,15.23
3862,360200N1196110W001,805421.8856,3991481.682,-119.610987,36.019995,95,189.8,94.8,15.23
3865,359600N1195710W001,809262.5196,3984949.429,-119.570987,35.959995,128,193.2,65.2,15.23
3875,359800N1194810W001,817302.5912,3987458.495,-119.480987,35.979995,151,201.5,50.5,15.23
3877,359300N1194810W001,817502.9502,3981909.534,-119.480987,35.929995,154,202.6,48.6,15.6
5320,360650N1195229W001,813186.0057,3996755.929,-119.522887,36.064995,136,211.2,75.2,15.23
5322,360561N1195060W001,814744.282,3995822.815,-119.505987,36.056095,145,213.2,68.2,15.23
5324,360506N1195413W001,811584.933,3995098.694,-119.541287,36.050595,118,203.6,85.6,15.23
5325,360506N1195266W001,812909.7122,3995145.915,-119.526587,36.050595,134,210.2,76.2,15.23
5328,360289N1195993W001,806442.1688,3992506.163,-119.599287,36.028895,94,191.4,97.4,15.23
5333,360211N1195457W001,811304.6588,3991810.754,-119.545687,36.021095,120,196.9,76.9,15.23
5339,360033N1195721W001,808994.1618,3989751.207,-119.572087,36.003295,110,193.2,83.2,15.23
5342,359853N1195188W001,813871.9004,3987924.154,-119.518787,35.985295,145,196.9,51.9,15.23
5352,359781N1194835W003,817084.6953,3987239.489,-119.483487,35.978095,151,202.3,51.3,15.23
6185,360200N1195210W001,813535.8477,3991768.01,-119.520987,36.019995,139,201.9,62.9,15.23
6188,359900N1195710W001,809145.3331,3988278.714,-119.570987,35.989995,115,193.3,78.3,15.23
6542,360333N1195729W001,808804.7788,3993077.965,-119.572887,36.033295,98,194.1,96.1,15.23
6961,360700N1196100W001,805318.6314,3997033.602,-119.609987,36.069995,91,192.7,101.7,15.23
6962,360400N1195900W001,807237.3292,3993767.341,-119.589987,36.039995,92,192.6,100.6,15.23
6966,359900N1194900W001,816450.7637,3988538.994,-119.489987,35.989995,149,198.5,49.5,15.23
6969,359600N1194800W001,817472.9901,3985242.166,-119.479987,35.959995,152,198.6,46.6,15.23
1670,362844N1199399W001,774846.5019,4019838.719,-119.939887,36.284395,143,234.6,91.6,23.49
1681,362611N1199496W001,774056.5571,4017225.656,-119.949587,36.261095,142,248.7,106.7,20.59
1682,362703N1199229W001,776423.5809,4018322.524,-119.922887,36.270295,143,233.7,90.7,23.66
1683,362706N1199049W001,778039.9681,4018407.404,-119.904887,36.270595,142,228.2,86.2,25.04
1684,362844N1199049W001,777990.9725,4019938.772,-119.904887,36.284395,141,225.4,84.4,26.57
1685,362775N1199049W001,778015.4723,4019173.088,-119.904887,36.277495,141,227.3,86.3,25.82
1686,362925N1199046W001,777989.1565,4020838.482,-119.904587,36.292495,141,222.9,81.9,27.41
1692,362522N1198877W001,779651.2016,4016415.154,-119.887687,36.252195,142,220,78,23.73
1693,362844N1198874W001,779563.2194,4019989.226,-119.887387,36.284395,133,219.1,86.1,27.78
1696,362639N1198688W001,781307.9309,4017768.285,-119.868787,36.263895,128,213.7,85.7,25.96
1697,362550N1198691W001,781312.9222,4016779.783,-119.869087,36.254995,129,214.4,85.4,24.66
1701,362494N1198560W001,782510.5008,4016196.518,-119.855987,36.249395,123,207.6,84.6,24.17
1714,361586N1198402W001,784259.2285,4006166.705,-119.840187,36.158595,137,194.3,57.3,17.57
1716,361531N1198188W001,786205.006,4005619.311,-119.818787,36.153095,117,193.2,76.2,18.36
1917,362553N1199499W001,774049.8794,4016581.198,-119.949887,36.255295,142,249.6,107.6,19.97
1918,362550N1199238W001,776396.678,4016622.144,-119.923787,36.254995,144,237.9,93.9,21.85
1919,362408N1199588W001,773300.5411,4014947.013,-119.958787,36.240795,140,256.5,116.5,17.76
1920,362408N1199413W001,774873.6415,4014996.565,-119.941287,36.240795,142,248,106,18.91
1921,362333N1199321W001,775727.0138,4014190.475,-119.932087,36.233295,144,242.6,98.6,18.55
1922,362481N1199168W001,777050.1974,4015876.483,-119.916787,36.248095,145,233.3,88.3,21.47
1925,362267N1198888W001,779643.2587,4013582.275,-119.888787,36.226695,144,218.2,74.2,20.05
1926,362942N1198432W001,783498.8015,4021205.443,-119.843187,36.294195,124,214.7,90.7,29.25
1927,362667N1198352W001,784317.313,4018177.235,-119.835187,36.266695,127,212.8,85.8,26.01
2262,361889N1199404W001,775136.4181,4009239.949,-119.940387,36.188895,139,245.5,106.5,13.17
2263,361811N1199516W001,774156.1789,4008342.677,-119.951587,36.181095,136,251.4,115.4,12.38
2264,362031N1198871W001,779880.2512,4010968.332,-119.887087,36.203095,145,217.3,72.3,17.23
