Field1,site_code,X,Y,lon,lat,AmnicolaClaystone-Depth2top,AmnicolaClaystone-thickness
44908,353600N1192988W001,836333.7253,3919258.203,-119.298788,35.359995,1093.576,159.5093
44912,353906N1192795W001,837960.5099,3922720.071,-119.279488,35.390595,1037.624,91.34239
44916,353991N1192852W001,837407.0225,3923643.914,-119.285188,35.399095,1066.54,79.77716
44920,354200N1192518W001,840354.0383,3926078.107,-119.251788,35.419995,889.4708,53.8758
44932,353800N1192876W001,837268.589,3921515.986,-119.287588,35.379995,1064.391,114.5045
44936,353944N1192387W001,841652.3588,3923282.214,-119.238687,35.394395,899.6482,52.57158
44940,354017N1192437W001,841167.1653,3924075.096,-119.243687,35.401695,928.8321,56.84995
44948,353253N1192651W002,839542.9434,3915522.384,-119.265088,35.325295,840.9366,23.00015
44960,352294N1192909W001,837594.8269,3904791.212,-119.290887,35.229395,1077.882,56.13557
44968,351518N1193235W001,834945.1747,3896068.883,-119.323487,35.151795,862.6358,92.5194
44976,352033N1192230W001,843888.188,3902127.941,-119.222988,35.203295,1460.782,21.42814
44984,351520N1192363W001,842892.4376,3896388.617,-119.236288,35.151995,2466.572,40.21613
46896,356014N1196176W001,806433.3046,3945007.892,-119.617587,35.601395,1739.021,81.73799
46912,355944N1195814W001,809741.1496,3944344.581,-119.581388,35.594395,1827.719,97.12043
46920,355716N1195808W001,809883.4967,3941816.33,-119.580787,35.571595,1765.168,113.2132
46924,355687N1195623W001,811572.0514,3941552.968,-119.562287,35.568695,1623.378,93.21714
46980,355137N1195985W001,808500.7304,3935335.537,-119.598488,35.513695,1454.542,98.80683
46984,355205N1195821W001,809962.5247,3936141.635,-119.582088,35.520495,1373.431,93.27016
46988,355423N1195825W001,809842.2784,3938559.531,-119.582487,35.542295,1376.74,114.0889
47024,355506N1195271W001,814834.5078,3939656.453,-119.527087,35.550595,822.1823,49.18648
47048,354854N1195648W001,811667.8211,3932301.16,-119.564787,35.485395,2152.662,137.1246
47060,354527N1195347W001,814527.3113,3928768.008,-119.534688,35.452695,822.1823,49.18648
47076,354021N1195011W001,817777.2625,3923260.489,-119.501087,35.402095,2659.498,98.38605
47080,353905N1194480W001,822648.2104,3922145.386,-119.447987,35.390495,2281.701,92.00745
47084,354189N1194216W001,824933.104,3925383.651,-119.421588,35.418895,1707.693,74.92939
47088,354189N1194216W002,824933.104,3925383.651,-119.421588,35.418895,1707.693,74.92939
47092,353536N1194341W001,824059.0853,3918095.931,-119.434088,35.353595,2262.06,93.6873
47096,353536N1194341W002,824059.0853,3918095.931,-119.434088,35.353595,2262.06,93.6873
47100,353222N1193587W001,831042.5062,3914861.059,-119.358688,35.322195,1081.046,46.82475
47104,353222N1193587W002,831042.5062,3914861.059,-119.358688,35.322195,1081.046,46.82475
47108,353222N1193587W003,831042.5062,3914861.059,-119.358688,35.322195,1081.046,46.82475
47112,353222N1193587W004,831042.5062,3914861.059,-119.358688,35.322195,1081.046,46.82475
47116,353185N1193747W001,829602.2909,3914397.02,-119.374687,35.318495,1114.153,68.3782
47120,353187N1193747W001,829601.4779,3914419.215,-119.374687,35.318695,1119.898,67.99285
47124,353443N1192883W001,837353.7175,3917551.602,-119.288287,35.344295,953.0172,79.67805
47128,353443N1192883W002,837353.7175,3917551.602,-119.288287,35.344295,953.0172,79.67805
47132,353443N1192883W003,837353.7175,3917551.602,-119.288287,35.344295,953.0172,79.67805
47136,353443N1192883W004,837353.7175,3917551.602,-119.288287,35.344295,953.0172,79.67805
47140,353699N1192856W001,837492.4992,3920401.914,-119.285588,35.369895,1038.337,127.8666
47144,353699N1192856W002,837492.4992,3920401.914,-119.285588,35.369895,1038.337,127.8666
47148,353760N1192498W001,840721.1425,3921201.791,-119.249787,35.375995,896.0742,65.20979
47152,353760N1192498W002,840721.1425,3921201.791,-119.249787,35.375995,896.0742,65.20979
47156,353286N1192614W001,839865.6333,3915901.33,-119.261387,35.328595,826.6139,26.88174
47160,353286N1192614W002,839865.6333,3915901.33,-119.261387,35.328595,826.6139,26.88174
47164,353286N1192614W003,839865.6333,3915901.33,-119.261387,35.328595,826.6139,26.88174
47168,353286N1192614W004,839865.6333,3915901.33,-119.261387,35.328595,826.6139,26.88174
47176,353618N1192169W001,843771.9886,3919739.813,-119.216887,35.361795,775.0815,24.19438
47180,353618N1192169W002,843771.9886,3919739.813,-119.216887,35.361795,775.0815,24.19438
47192,352294N1192865W001,837995.4933,3904806.204,-119.286488,35.229395,1121.441,60.73532
47196,352086N1192783W001,838828.7867,3902525.827,-119.278288,35.208595,1868.588,59.22533
47200,352088N1192520W001,841223.477,3902638.183,-119.251987,35.208795,1795.302,35.58505
47208,351976N1192358W001,842746.2026,3901451.052,-119.235788,35.197595,1700.664,6.056084
47224,351811N1192358W001,842815.6325,3899619.872,-119.235788,35.181095,1789.09,43.47388
