id,site_code,X,Y,lon,lat,Depth_2top_Eclay,Thickness_Eclay
726,372591N1203343W001,736400.4143,4126946.019,-120.334287,37.259095,50,Nan
4554,371935N1202799W001,741434.9093,4119803.706,-120.279887,37.193495,50,10
4553,372063N1202982W001,739769.7627,4121177.625,-120.298187,37.206295,50,10
713,372677N1203527W001,734741.6368,4127854.516,-120.352687,37.267695,50,22.4791
710,372635N1203524W001,734781.2936,4127389.186,-120.352387,37.263495,50,28.273
711,372668N1203613W001,733981.7026,4127733.322,-120.361287,37.266795,50,34.6711
712,372738N1203793W001,732363.7631,4128465.71,-120.379287,37.273795,50,40.4156
692,372738N1203974W001,730758.6413,4128421.369,-120.397387,37.273795,50,72.3444
4691,372699N1203974W001,730770.5548,4127988.59,-120.397387,37.269895,50,73.3733
693,372757N1203996W001,730557.7446,4128626.842,-120.399587,37.275695,50,74.4121
4692,372627N1203977W001,730765.9379,4127188.88,-120.397687,37.262695,50,76.2858
709,372596N1203974W001,730802.0133,4126845.609,-120.397387,37.259595,50,77.393
721,372566N1203979W001,730766.8242,4126511.482,-120.397887,37.256595,50,79.8579
707,372613N1204068W001,729963.0868,4127011.352,-120.406787,37.261295,50,89.7996
6377,372730N1204118W001,729484.073,4128297.537,-120.411787,37.272995,50,90.6677
691,372710N1204157W001,729144.2827,4128066.139,-120.415687,37.270995,50,96.4038
4689,372630N1204157W001,729168.5457,4127178.39,-120.415687,37.262995,50,100.736
690,372802N1204246W001,728327.1883,4129065.512,-120.424587,37.280195,50,102.231
4690,372585N1204157W001,729182.1916,4126679.031,-120.415687,37.258495,50,103.621
708,372630N1204260W001,728255.0093,4127153.474,-120.425987,37.262995,50,113.256
689,372838N1204360W001,727305.4862,4129437.519,-120.435987,37.283795,50,113.349
4530,372743N1204338W001,727529.1741,4128388.613,-120.433787,37.274295,50,115.895
686,372730N1204399W001,726992.137,4128229.689,-120.439887,37.272995,50,124.091
6667,372904N1204529W001,725787.2604,4130129.393,-120.452887,37.290395,50,125.05
6668,372904N1204529W002,725787.2604,4130129.393,-120.452887,37.290395,50,125.05
6669,372904N1204529W003,725787.2604,4130129.393,-120.452887,37.290395,50,125.05
6376,372849N1204493W001,726122.908,4129527.677,-120.449287,37.284895,50,128.726
685,372880N1204521W001,725865.3683,4129864.982,-120.452087,37.287995,50,129.358
687,372721N1204518W001,725939.5292,4128101.308,-120.451787,37.272095,50,139.43
688,372721N1204529W001,725841.9795,4128098.68,-120.452887,37.272095,50,140.656
4533,372616N1204346W001,727496.4668,4126977.392,-120.434587,37.261595,50.5508,123.808
7104,371334N1210349W001,674551.4707,4111477.893,-121.034887,37.133395,51.6329,194.82
725,372566N1203796W001,732390.0521,4126556.299,-120.379587,37.256595,51.6874,53.3772
4741,371707N1202657W001,742768.5761,4117309.868,-120.265687,37.170695,52.0349,10.0235
4536,372507N1204032W001,730314.6853,4125843.845,-120.403187,37.250695,52.3548,91.4869
706,372577N1204346W001,727508.2063,4126544.616,-120.434587,37.257695,54.3175,125.715
4545,372327N1203163W001,738080.1141,4124061.549,-120.316287,37.232695,55.1034,10
4750,371418N1202110W001,747720.5664,4114244.351,-120.210987,37.141795,55.373,10.8282
4527,372877N1204685W001,724412.1913,4129792.619,-120.468487,37.287695,56.0551,142.436
704,372630N1204582W001,725399.1123,4127076.225,-120.458187,37.262995,56.1542,146.511
4528,372802N1204702W001,724283.739,4128956.326,-120.470187,37.280195,56.3387,150
4904,371416N1210329W001,674710.2743,4112391.395,-121.032887,37.141595,56.6545,179.195
751,372046N1202710W001,742189.5295,4121058.215,-120.270987,37.204595,56.789,Nan
4529,372727N1204691W001,724403.5584,4128126.68,-120.469087,37.272695,56.9443,150
961,371560N1202338W001,745649.0568,4115760.809,-120.233787,37.155995,57.4692,10.663
4751,371357N1202035W001,748406.8254,4113587.048,-120.203487,37.135695,58.7717,10.8991
755,371821N1202927W001,740334.7199,4118506.084,-120.292687,37.182095,59.0429,10
981,371277N1202024W001,748530.7445,4112702.155,-120.202387,37.127695,59.549,11.0491
4735,371707N1202793W001,741560.8397,4117275.105,-120.279287,37.170695,59.6058,10
703,372582N1204513W001,726025.4433,4126560.052,-120.451287,37.258195,59.6116,141.085
4757,371274N1202029W001,748487.2983,4112667.553,-120.202887,37.127395,60.023,11.0583
982,371268N1202024W001,748533.6903,4112602.28,-120.202387,37.126795,60.1987,11.0668
967,371557N1202557W001,743704.8198,4115670.976,-120.255687,37.155695,60.476,10.1747
724,372496N1203632W001,733866.4089,4125819.942,-120.363187,37.249595,61.5239,34.4407
741,372435N1203349W001,736395.9722,4125213.382,-120.334887,37.243495,61.7984,14.5793
4748,371491N1202474W001,744463.3106,4114959.943,-120.247387,37.149095,61.9695,10.328
968,371418N1202338W001,745695.0356,4114185.016,-120.233787,37.141795,63.4047,10.5959
4532,372577N1204641W001,724891.599,4126474.05,-120.464087,37.257695,63.5447,147.46
4583,371466N1210316W001,674814.234,4112948.56,-121.031587,37.146595,64.4665,172.652
763,371674N1202838W001,741171.7185,4116897.439,-120.283787,37.167395,64.5315,10
723,372427N1204029W001,730365.6696,4124956.827,-120.402887,37.242695,64.6193,91.7135
722,372432N1203977W001,730825.4723,4125024.988,-120.397687,37.243195,64.6638,83.0841
720,372421N1204149W001,729302.8856,4124861.089,-120.414887,37.242095,64.9287,107.884
662,373166N1205041W001,721171.0879,4132915.621,-120.504087,37.316595,65.3136,83.3728
4535,372460N1204343W001,727570.0324,4125247.013,-120.434287,37.245995,65.6197,126.451
705,372585N1204704W001,724330.4259,4126547.859,-120.470387,37.258495,66.6731,149.891
684,372805N1204835W001,723103.5207,4128958.138,-120.483487,37.280495,66.8197,150
774,371530N1202788W001,741661.636,4115312.204,-120.278787,37.152995,66.9169,10
6670,372617N1204747W001,723939.5463,4126892.762,-120.474687,37.261695,67.3193,150
4541,372402N1204141W001,729379.6222,4124652.189,-120.414087,37.240195,67.5908,105.741
719,372438N1204332W001,727674.2399,4125005.531,-120.433187,37.243795,67.9399,124.42
739,372418N1203796W001,732435.5482,4124913.955,-120.379587,37.241795,68.4461,49.8075
749,372121N1203213W001,737701.1593,4121762.992,-120.321287,37.212095,68.5122,10
675,372877N1204871W001,722763.0641,4129748.61,-120.487087,37.287695,69.0943,145.178
960,371474N1202741W001,742096.981,4114702.765,-120.274087,37.147395,69.0991,10
737,372410N1203804W001,732367.0314,4124823.214,-120.380387,37.240995,69.3451,50.6681
4749,371382N1202521W001,744080.8652,4113738.25,-120.252087,37.138195,69.4132,10.172
6663,372964N1204867W001,722772.8546,4130714.969,-120.486687,37.296395,70.492,133.315
6664,372964N1204867W002,722772.8546,4130714.969,-120.486687,37.296395,70.492,133.315
6665,372964N1204867W003,722772.8546,4130714.969,-120.486687,37.296395,70.492,133.315
6666,372964N1204867W004,722772.8546,4130714.969,-120.486687,37.296395,70.492,133.315
4531,372618N1204793W001,723531.2612,4126892.974,-120.479287,37.261795,70.5444,150
746,372299N1203341W001,736509.4684,4123706.188,-120.334087,37.229895,72.2022,10
978,371296N1202477W001,744499.4697,4112795.238,-120.247687,37.129595,74.1332,10.2291
754,371905N1203166W001,738186.2301,4119377.853,-120.316587,37.190495,74.3696,10
966,371396N1202732W001,742201.8217,4113839.496,-120.273187,37.139595,74.6466,10
734,372352N1204054W001,730166.6996,4124118.478,-120.405387,37.235195,74.757,90.8362
4543,372360N1203916W001,731388.6705,4124240.916,-120.391587,37.235995,74.8637,67.957
738,372360N1203913W001,731415.288,4124241.65,-120.391287,37.235995,74.943,67.3972
996,371124N1202027W001,748554.153,4111003.502,-120.202687,37.112395,75.7009,11.1488
4740,371524N1202916W001,740526.5826,4115213.062,-120.291587,37.152395,75.8455,10
6678,371271N1202204W001,746933.2907,4112588.549,-120.220387,37.127095,76.7292,10.8245
768,371555N1202949W001,740223.6428,4115548.699,-120.294887,37.155495,76.8794,10
4526,372843N1204977W001,721833.2301,4129346.388,-120.497687,37.284295,77.0045,147.462
735,372335N1204199W001,728885.3208,4123894.655,-120.419887,37.233495,77.2617,106.131
4542,372335N1204007W001,730588.8931,4123941.277,-120.400687,37.233495,77.5859,82.301
767,371638N1203021W001,739557.9118,4116451.523,-120.302087,37.163795,77.9167,10
750,372018N1203252W001,737387.3065,4120610.215,-120.325187,37.201795,78.0108,10
4509,373332N1205407W001,717879.335,4134672.58,-120.540687,37.333195,78.2129,31.531
4544,372313N1203524W001,734881.3036,4123815.958,-120.352387,37.231295,78.3629,11.1808
701,372616N1204888W001,722689.2661,4126848.364,-120.488787,37.261595,78.5903,150
733,372332N1204335W001,727679.5309,4123828.551,-120.433487,37.233195,79.0233,114.626
702,372582N1204877W001,722796.851,4126473.668,-120.487687,37.258195,79.539,150
778,371355N1202904W001,740686.7659,4113340.718,-120.290387,37.135495,81.2837,10
6384,372299N1204163W001,729215.647,4123503.885,-120.416287,37.229895,81.6112,99.9496
6400,371074N1202296W001,746179.6509,4110378.504,-120.229587,37.107395,81.7457,10.5268
740,372296N1203616W001,734070.2351,4123604.51,-120.361587,37.229595,81.8298,16.7954
762,371705N1203113W001,738719.7513,4117171.8,-120.311287,37.170495,82.0268,10
674,372880N1205041W001,721254.9238,4129741.962,-120.504087,37.287995,82.318,141.906
736,372288N1203818W001,732280.2837,4123465.955,-120.381787,37.228795,82.4704,45.7563
979,371149N1202468W001,744626.7817,4111166.291,-120.246787,37.114895,83.3297,10.1796
980,371149N1202474W001,744573.4596,4111164.744,-120.247387,37.114895,83.4205,10.1663
777,371341N1202935W001,740415.7799,4113177.496,-120.293487,37.134095,83.6301,10
4540,372291N1204335W001,727691.8696,4123373.583,-120.433487,37.229095,83.9753,110.143
672,372888N1205066W001,721030.9271,4129824.885,-120.506587,37.288795,84.1052,140.854
683,372738N1205049W001,721225.5851,4128164.361,-120.504887,37.273795,84.347,150
460,371935N1210421W001,673774.1535,4118133.003,-121.042087,37.193495,84.6402,147.296
788,371685N1210321W001,674719.3949,4115377.532,-121.032087,37.168495,84.6412,170.185
995,371060N1202360W001,745615.3492,4110206.558,-120.235987,37.105995,84.7324,10.3778
646,373121N1205232W001,719491.3846,4132371.71,-120.523187,37.312095,84.806,89.8299
4579,372313N1210657W001,671593.6597,4122284.048,-121.065687,37.231295,84.9457,96.5264
783,371199N1202763W001,741989.1933,4111645.472,-120.276287,37.119895,86.0182,10
4534,372343N1204627W001,725085.419,4123880.748,-120.462687,37.234295,86.3388,122.784
4726,371852N1203246W001,737492.6021,4118769.623,-120.324587,37.185195,86.9585,10
451,372377N1210685W001,671330.755,4122989.086,-121.068487,37.237695,87.4043,93.8868
6671,372255N1204160W001,729255.5975,4123016.353,-120.415987,37.225495,88.0639,95.2147
4550,372218N1203524W001,734910.7955,4122761.748,-120.352387,37.221795,88.5143,10
782,371196N1202841W001,741297.0105,4111592.31,-120.284087,37.119595,88.5218,10
6399,371057N1202477W001,744576.4111,4110143.043,-120.247687,37.105695,89.2588,10.1161
994,371052N1202479W001,744560.244,4110087.042,-120.247887,37.105195,89.6135,10.1093
718,372443N1204882W001,722793.4595,4124930.053,-120.488187,37.244295,89.6277,135.704
731,372282N1204518W001,726070.7579,4123229.835,-120.451787,37.228195,89.8587,113.25
645,373163N1205346W001,718468.8028,4132811.338,-120.534587,37.316295,90.35,79.5555
992,371055N1202668W001,742879.4293,4110071.784,-120.266787,37.105495,91.3396,10
781,371199N1202932W001,740487.4005,4111602.49,-120.293187,37.119895,91.4259,10
4539,372230N1204343W001,727639.2334,4122694.756,-120.434287,37.222995,92.711,102.28
634,373321N1205579W001,716358.4357,4134510.959,-120.557887,37.332095,93.0831,39.9209
4473,370810N1209782W001,679712.2466,4105769.727,-120.978187,37.080995,93.4725,115.034
977,371199N1203002W001,739865.3578,4111584.765,-120.300187,37.119895,93.5005,10
4556,370974N1202479W001,744585.3433,4109221.474,-120.247887,37.097395,93.9572,10.0724
660,373052N1205235W001,719484.8663,4131605.342,-120.523487,37.305195,94.1768,107.879
644,373180N1205418W001,717825.7716,4132983.349,-120.541787,37.317995,94.182,76.5253
993,370985N1202671W001,742875.1329,4109294.228,-120.267087,37.098495,95.4999,10
661,373027N1205213W001,719687.1552,4131333.039,-120.521287,37.302695,95.6,113.609
658,373080N1205304W001,718865.1196,4131900.038,-120.530387,37.307995,96.0349,102.484
991,371049N1202854W001,741228.1559,4109957.752,-120.285387,37.104895,96.7949,10
6674,371452N1203199W001,738035.4223,4114342.643,-120.319887,37.145195,97.6136,10
732,372213N1204527W001,726011.5045,4122462.012,-120.452687,37.221295,97.6614,103.191
671,372738N1205229W001,719629.3732,4128122.388,-120.522887,37.273795,97.673,159.903
673,372885N1205243W001,719462.5033,4129750.342,-120.524287,37.288495,97.9239,144.904
6662,372806N1205241W001,719503.1977,4128874.172,-120.524087,37.280595,98.2239,155.664
4525,372805N1205241W001,719503.4883,4128863.075,-120.524087,37.280495,98.2286,155.766
4524,372877N1205257W001,719340.7019,4129658.318,-120.525687,37.287695,98.9844,147.081
5915,374643N1207274W001,700985.8682,4148805.425,-120.727387,37.464295,99.0976,14.0923
4503,373393N1205738W001,714929.0227,4135273.595,-120.573787,37.339295,99.1981,30.1683
976,371238N1203113W001,738866.712,4111989.532,-120.311287,37.123795,99.5158,10
761,371713N1203293W001,737118.7875,4117215.374,-120.329287,37.171295,99.5291,10
410,374585N1207210W001,701567.5297,4148175.512,-120.720987,37.458495,99.9402,14.536
4514,373205N1205524W001,716879.1484,4133236.368,-120.552387,37.320495,99.9726,72.5107
4501,373407N1205774W001,714606.0751,4135420.756,-120.577387,37.340695,99.9733,30.0273
990,371149N1203202W001,738103.7698,4110979.532,-120.320187,37.114895,100,10
989,371168N1203129W001,738746.5401,4111208.721,-120.312887,37.116795,100,10
4747,371260N1203293W001,737260.3911,4112188.481,-120.329287,37.125995,100,10
4555,371268N1203293W001,737257.8917,4112277.256,-120.329287,37.126795,100,10
776,371307N1203277W001,737387.8662,4112714.038,-120.327687,37.130695,100,10
758,371405N1203696W001,733634.9082,4113697.457,-120.369587,37.140495,100,10
765,371416N1203566W001,734786.3967,4113851.636,-120.356587,37.141595,100,10
773,371421N1203221W001,737849.7049,4113993.117,-120.322087,37.142095,100,10
6395,371446N1203474W001,735594.3816,4114207.365,-120.347387,37.144595,100,10
4734,371455N1203654W001,733992.6107,4114262.655,-120.365387,37.145495,100,10
766,371596N1203382W001,736364.9129,4115894.799,-120.338187,37.159595,100,10
930,371666N1204124W001,729753.6226,4116489.087,-120.412387,37.166595,100,10
759,371674N1203654W001,733925.0684,4116692.858,-120.365387,37.167395,100,10
760,371702N1203474W001,735514.8857,4117048.161,-120.347387,37.170195,100,10
4724,371707N1203832W001,732334.2096,4117015.256,-120.383187,37.170695,100,10
931,371707N1203835W001,732307.569,4117014.521,-120.383487,37.170695,100,10
929,371707N1204135W001,729643.5187,4116941.386,-120.413487,37.170695,100,10
753,371710N1203746W001,733096.985,4117069.67,-120.374587,37.170995,100,10
4725,371843N1203516W001,735098.1768,4118602.389,-120.351587,37.184295,100,10
913,371852N1203899W001,731694.9116,4118607.882,-120.389887,37.185195,100,10
4721,371852N1203902W001,731668.2762,4118607.148,-120.390187,37.185195,100,10
914,371852N1203907W001,731623.8838,4118605.925,-120.390687,37.185195,100,10
4552,372071N1203524W001,734956.4175,4121130.498,-120.352387,37.207095,100,10
432,373677N1206638W001,706877.0578,4138223.864,-120.663787,37.367695,100,10
429,373696N1206685W001,706455.5909,4138424.401,-120.668487,37.369595,100,10
428,373796N1206777W001,705613.4953,4139513.95,-120.677687,37.379595,100,10
424,373863N1206977W001,703824.3292,4140213.995,-120.697687,37.386295,100,10
422,373888N1207046W001,703206.6319,4140476.514,-120.704587,37.388795,100,10
4490,373893N1207063W001,703054.7649,4140528.333,-120.706287,37.389295,100,10
4485,373893N1207238W001,701505.3317,4140490.792,-120.723787,37.389295,100,10
6359,373924N1207152W001,702258.4325,4140853.193,-120.715187,37.392395,100,10
529,373930N1207229W001,701575.1028,4140903.282,-120.722887,37.392995,100,10
555,373988N1207068W001,702984.8588,4141581.416,-120.706787,37.398795,100,10
4486,374007N1207252W001,701350.86,4141752.788,-120.725187,37.400695,100,10
405,374463N1207516W001,698893.0646,4146756.674,-120.751587,37.446295,100,10
4120,374627N1207754W001,696744.4631,4148526.48,-120.775387,37.462695,100,10
398,374788N1207749W001,696746.4596,4150314.046,-120.774887,37.478795,100,10
4118,374916N1207752W001,696686.3496,4151733.761,-120.775187,37.491595,100,10
11,376938N1214850W001,633569.2312,4172921.721,-121.484987,37.693795,100,10.0069
431,373732N1206679W001,706498.8539,4138825.186,-120.667887,37.373195,100,10.0144
413,374335N1207479W001,699254.3659,4145344.155,-120.747887,37.433495,100,10.017
4491,374035N1207091W001,702768.5718,4142097.998,-120.709087,37.403495,100,10.0183
407,374427N1207404W001,699893.527,4146380.916,-120.740387,37.442695,100,10.4524
427,373849N1206816W001,705253.6902,4140093.566,-120.681587,37.384895,100,10.609
4493,373888N1206868W001,704782.643,4140515.022,-120.686787,37.388795,100,10.692
372,374727N1207854W001,695833.8452,4149615.265,-120.785387,37.472695,100,10.7845
423,374010N1206999W001,703589.7466,4141840.417,-120.699887,37.400995,100,12.7294
412,374241N1207446W001,699571.3389,4144308.079,-120.744587,37.424095,100,12.8717
4121,374507N1207741W001,696890.9265,4147197.632,-120.774087,37.450695,100,13.0212
399,374699N1207441W001,699493.8582,4149391.301,-120.744087,37.469895,100,13.1906
6355,374493N1207735W001,696947.6786,4147043.538,-120.773487,37.449295,100,13.2928
4470,374305N1207543W001,698695.988,4144997.745,-120.754287,37.430495,100,13.4265
408,374627N1207363W001,700202.9293,4148608.916,-120.736287,37.462695,100,14.0588
406,374449N1207716W001,697127.3184,4146559.273,-120.771587,37.444895,100,14.2064
4469,374338N1207604W001,698147.4958,4145351.077,-120.760387,37.433795,100,14.2685
6354,374638N1207877W001,695653.6426,4148622.905,-120.787687,37.463795,100,14.6178
433,373735N1206588W001,707303.9134,4138878.437,-120.658787,37.373495,100,14.6263
409,374555N1207243W001,701283.6661,4147835.558,-120.724287,37.455495,100,15.0413
402,374216N1207499W001,699108.926,4144019.457,-120.749887,37.421595,100,15.8864
4495,373821N1206682W001,706447.8732,4139812.116,-120.668187,37.382095,100,15.965
373,374774N1207952W001,694954.9219,4150116.449,-120.795187,37.477395,100,16.9142
4492,374016N1206857W001,704845.176,4141937.759,-120.685687,37.401595,100,16.9476
6361,374005N1206816W001,705211.1303,4141824.615,-120.681587,37.400495,100,17.7054
4487,374077N1206860W001,704802.0036,4142613.992,-120.685987,37.407695,100,17.7137
396,374621N1207935W001,695145.0536,4148422.228,-120.793487,37.462095,100,18.1628
371,374782N1207971W001,694784.8199,4150201.285,-120.797087,37.478195,100,18.2439
4468,374218N1207571W001,698471.1954,4144026.459,-120.757087,37.421795,100,18.4431
370,374707N1207991W001,694627.4136,4149364.921,-120.799087,37.470695,100,18.4707
403,374335N1207707W001,697236.8801,4145296.172,-120.770687,37.433495,100,18.6419
395,374563N1207963W001,694912.4508,4147772.84,-120.796287,37.456295,100,20
404,374346N1207754W001,696818.1138,4145408.401,-120.775387,37.434595,100,20.2495
435,373605N1206504W001,708083.7294,4137454.387,-120.650387,37.360495,100,21.9412
511,373966N1207468W001,699449.5863,4141251.922,-120.746787,37.396595,100,22.2698
4463,374463N1207891W001,695575.4042,4146678.135,-120.789087,37.446295,100,22.2882
4467,374216N1207671W001,697586.7215,4143983.25,-120.767087,37.421595,100,22.7505
388,374282N1207743W001,696932.2231,4144700.534,-120.774287,37.428195,100,22.895
4116,374932N1207935W001,695064.1503,4151873.201,-120.793487,37.493195,100,22.9167
602,373596N1206493W001,708183.6487,4137356.946,-120.649287,37.359595,100,23.2245
4452,374638N1208132W001,693398.1721,4148570.212,-120.813187,37.463795,100,23.7534
375,375077N1208127W001,693329.1698,4153442.538,-120.812687,37.507695,100,24.5965
5913,374927N1207991W001,694570.3231,4151806.122,-120.799087,37.492695,100,26.866
4117,375074N1208054W001,693975.2509,4153424.28,-120.805387,37.507395,100,28.1949
387,374202N1207779W001,696634.584,4143805.31,-120.777887,37.420195,100,28.583
374,375077N1207946W001,694929.1725,4153479.901,-120.794587,37.507695,100,29.3528
389,374346N1207941W001,695163.4533,4145369.494,-120.794087,37.434595,100,30.3416
392,374335N1207941W001,695166.3112,4145247.435,-120.794087,37.433495,100,31.001
4551,371857N1204124W001,729695.7423,4118608.563,-120.412387,37.185695,100,31.024
391,374338N1207952W001,695068.1979,4145278.445,-120.795187,37.433795,100,31.4397
344,374774N1208129W001,693389.6452,4150079.929,-120.812887,37.477395,100,31.962
345,375066N1208282W001,691961.8242,4153288.727,-120.828187,37.506595,100,32.5082
612,373471N1206141W001,711336.5685,4136048.126,-120.614087,37.347095,100,32.6212
4641,373455N1206129W001,711447.3669,4135873.269,-120.612887,37.345495,100,34.1425
4461,374177N1207888W001,695676.426,4143505.213,-120.788787,37.417695,100,36.2561
4640,373457N1206299W001,709940.7423,4135857.512,-120.629887,37.345695,100,37.0266
393,374246N1207952W001,695092.0857,4144257.586,-120.795187,37.424595,100,37.1301
4115,374918N1208113W001,693493.9756,4151681.093,-120.811287,37.491795,100,38.7649
4460,374202N1207946W001,695156.6093,4143770.592,-120.794587,37.420195,100,39.0642
609,373424N1206213W001,710711.8598,4135510.491,-120.621287,37.342395,100,39.1864
610,373385N1206304W001,709916.5006,4135057.452,-120.630387,37.338495,100,43.3728
625,373360N1205999W001,712625.8694,4134848.3,-120.599887,37.335995,100,44.4632
626,373341N1205988W001,712728.6954,4134639.944,-120.598787,37.334095,100,47.5224
614,373316N1205763W001,714729.4559,4134413.467,-120.576287,37.331595,100,47.6874
343,374835N1208193W001,692807.9869,4150743.673,-120.819287,37.483495,100,47.9071
613,373316N1205824W001,714188.9392,4134399.61,-120.582387,37.331595,100,49.3041
611,373296N1206324W001,709764.0637,4134065.42,-120.632387,37.329595,100,52.53
4652,373313N1206110W001,711655.5645,4134301.82,-120.610987,37.331295,100,53.0525
6350,374741N1208327W001,691647.0949,4149673.247,-120.832687,37.474095,100,53.7966
627,373305N1206152W001,711285.6485,4134203.641,-120.615187,37.330495,100,54.1264
4639,373296N1206238W001,710526.1165,4134084.561,-120.623787,37.329595,100,54.2472
341,374905N1208257W001,692224.1116,4151507.321,-120.825687,37.490495,100,58.212
342,374774N1208313W001,691762.47,4150042.277,-120.831287,37.477395,100,59.4952
312,374930N1208299W001,691846.3583,4151776.156,-120.829887,37.492995,100,61.2821
4507,373260N1205754W001,714825.1597,4133794.105,-120.575387,37.325995,100,62.1605
748,372080N1203979W001,730915.1201,4121118.412,-120.397887,37.207995,100,63.723
4549,372166N1203971W001,730959.8888,4122074.691,-120.397087,37.216595,100,64.9824
628,373243N1205960W001,713004.4769,4133558.795,-120.595987,37.324295,100,67.9635
4502,373238N1205866W001,713838.9008,4133524.558,-120.586587,37.323795,100,69.4381
311,374921N1208679W001,688488.8662,4151599.478,-120.867887,37.492095,100,70
624,373163N1206282W001,710173.2914,4132598.929,-120.628187,37.316295,100,72.3298
635,373207N1205585W001,716337.9759,4133244.569,-120.558487,37.320695,100,73.883
4651,373166N1206166W001,711200.5194,4132658.096,-120.616587,37.316595,100,78.0041
623,373102N1206324W001,709818.0252,4131912.708,-120.632387,37.310195,100,79.3221
4548,372007N1204374W001,727431.1194,4120212.734,-120.437387,37.200695,100,79.7799
4580,372610N1210682W001,671304.5886,4125574.879,-121.068187,37.260995,100,85.2601
630,373168N1205954W001,713078.8357,4132727.908,-120.595387,37.316795,100,86.4915
632,373160N1205779W001,714632.0772,4132678.763,-120.577887,37.315995,100,91.4892
4538,372138N1204343W001,727666.9036,4121673.856,-120.434287,37.213795,100,91.7915
4537,372143N1204335W001,727736.3998,4121731.264,-120.433487,37.214295,100,92.1407
4508,373130N1205779W001,714640.6131,4132345.866,-120.577887,37.312995,100,100.411
4653,373082N1205966W001,712996.7633,4131770.901,-120.596587,37.308195,100,107.457
4515,373082N1205474W001,717357.7013,4131882.977,-120.547387,37.308195,100,109.612
633,373077N1205874W001,713813.6369,4131736.203,-120.587387,37.307695,100,113.272
629,373018N1206013W001,712598.2016,4131050.137,-120.601287,37.301795,100,118.283
659,373032N1205407W001,717966.0146,4131343.584,-120.540687,37.303195,100,120.783
631,373024N1205949W001,713163.8286,4131131.137,-120.594887,37.302395,100,122.069
642,373032N1205602W001,716237.472,4131298.771,-120.560187,37.303195,100,128.934
4513,373027N1205782W001,714643.3222,4131202.239,-120.578187,37.302695,100,130.226
643,373018N1205685W001,715505.7331,4131124.453,-120.568487,37.301795,100,134.147
657,372916N1205371W001,718318.6801,4130064.687,-120.537087,37.291595,100,147.12
5918,372952N1205593W001,716340.1801,4130413.104,-120.559287,37.295195,100,150.864
6661,372874N1205421W001,717887.5151,4129587.09,-120.542087,37.287395,100,158.518
4520,372888N1205607W001,716234.3967,4129699.72,-120.560687,37.288795,100,164.16
554,373785N1207074W001,702986.502,4139327.554,-120.707387,37.378495,100.064,10
4119,374493N1207954W001,695010.2473,4146997.96,-120.795387,37.449295,100.122,23.8962
640,373024N1206127W001,711585.9793,4131091.124,-120.612687,37.302395,100.178,107.234
745,372007N1204413W001,727084.9332,4120203.373,-120.441287,37.200695,100.214,80.4733
4459,374196N1208041W001,694317.3985,4143684.382,-120.804087,37.419595,100.313,42.342
975,371132N1203335W001,736927.1201,4110757.587,-120.333487,37.113195,100.608,10
397,374627N1208129W001,693427.5424,4148448.769,-120.812887,37.462695,100.845,22.5261
4733,371488N1203921W001,731610.7345,4114563.279,-120.392087,37.148795,100.914,10
434,373605N1206591W001,707313.1359,4137435.236,-120.659087,37.360495,100.947,16.9829
313,375068N1208368W001,691201.0842,4153293.401,-120.836787,37.506795,101.026,36.2638
943,371485N1203916W001,731656.0641,4114531.211,-120.391587,37.148495,101.049,10
953,371452N1203846W001,732287.9605,4114182.147,-120.384587,37.145195,101.052,10
390,374338N1207979W001,694829.2877,4145272.858,-120.797887,37.433795,101.248,32.9258
4494,373743N1207002W001,703635.4381,4138877.025,-120.700187,37.374295,101.556,10
528,373857N1207324W001,700753.5026,4140072.98,-120.732387,37.385695,101.775,10.0807
973,371124N1203357W001,736734.098,4110663.32,-120.335687,37.112395,102.152,10
974,371124N1203360W001,736707.4366,4110662.572,-120.335987,37.112395,102.283,10
603,373532N1206432W001,708741.6925,4136660.247,-120.643187,37.353195,102.341,30.7059
430,373663N1206813W001,705330.9847,4138030.281,-120.681287,37.366295,102.628,10
670,372830N1205413W001,717971.1449,4129100.684,-120.541287,37.282995,102.752,163.534
1211,368485N1207577W001,699921.7824,4080412.391,-120.757687,36.848495,102.875,43.5762
1001,370860N1202571W001,743804.1031,4107932.745,-120.257087,37.085995,102.982,10
656,372907N1205779W001,714704.0448,4129871.336,-120.577887,37.290695,103.561,157.342
4638,373430N1206363W001,709381.257,4135543.69,-120.636287,37.342995,103.648,39.0053
639,372977N1206335W001,709755.2683,4130523.211,-120.633487,37.297695,104.376,93.8863
608,373310N1206413W001,708971.5485,4134201.035,-120.641287,37.330995,104.383,48.6255
4972,370913N1202924W001,740649.0394,4108430.799,-120.292387,37.091295,104.606,10
401,374055N1207949W001,695168.2184,4142138.819,-120.794887,37.405495,104.859,43.0822
4635,373566N1206604W001,707208.7189,4136999.619,-120.660387,37.356595,105.251,18.5288
6371,372838N1205602W001,716293.048,4129146.036,-120.560187,37.283795,105.646,170
4519,372882N1205785W001,714657.9577,4129592.56,-120.578487,37.288195,106.356,160.565
4739,371268N1203635W001,734219.079,4112192.247,-120.363487,37.126795,106.73,10
4756,371049N1203296W001,737299.633,4109846.297,-120.329587,37.104895,107.561,10
4471,370946N1209899W001,678640.2172,4107256.623,-120.989887,37.094595,107.813,34.4843
